s.area s.perimeter s.radius.mean s.radius.sd s.radius.min s.radius.max
40 21 3.13660003667279 0.644754576495984 1.7950549357115 4.06885187191124
32 19 2.7286473640464 0.57213350564199 1.2421498653901 3.75790947955239
12 10 1.46832385059276 0.306635075913475 1.11803398874989 1.80277563773199
31 17 2.78767712109719 0.650098373178117 1.70993433573513 3.95344884695213
29 16 2.58186926272023 0.282922003775731 2.07759626732433 2.96924338005493
31 18 2.7159652757602 0.574737108878167 1.37997137204158 3.71392109185739
9 8 1.20710678118655 0.207106781186548 1 1.4142135623731
135 67 7.34737878329993 2.78068699396364 0.881102814516147 11.8718373167015
25 16 2.44413661272475 0.74400266688929 0.8125 3.50501872320249
12 10 1.46832385059276 0.306635075913475 1.11803398874989 1.80277563773199
34 17 2.84465878680963 0.429805764995435 1.68547632728169 3.5003707168969
26 14 2.42975291896459 0.246143184079399 2.06155281280883 2.69258240356725
23 15 2.24194135321641 0.485717192366522 1.43913554299486 3.01182853282041
9 8 1.20710678118655 0.207106781186548 1 1.4142135623731
30 16 2.64499897233139 0.306307339719283 2.20173936922607 3.1380975526583
80 40 4.96099624251456 2.38033953077212 0.849999999999994 8.51601432596258
16 12 1.76119933457601 0.25464400750007 1.58113883008419 2.12132034355964
19 13 1.98697656442969 0.333310260928636 1.39313617509807 2.56051030416819
27 16 2.4659361858884 0.360688545876053 1.94655143779968 3.00650336770142
15 12 1.71676051329096 0.468401544266904 1 2.23606797749979
55 33 4.50537098746441 2.12057945910007 0.933510412166628 7.77672825137179
19 14 2.01476836983321 0.521863074935218 1.08091042503011 2.88291943865865
24 15 2.2831635611971 0.291447989527384 1.87142251301576 2.83470555006257
23 15 2.22764517146664 0.336381547646277 1.65058912041866 2.88521133445099
17 12 1.8960687076064 0.384680401881013 1.15770366578748 2.55087131083566
18 12 1.9377343588085 0.315201873978669 1.25 2.35849528301415
26 15 2.42367741016274 0.328648799920324 1.83060402903279 2.94693814737337
27 15 2.47145201443096 0.310434187565729 1.89619502044372 2.98812464413533
16 12 1.76119933457601 0.25464400750007 1.58113883008419 2.12132034355964
20 14 2.03266527158309 0.343906809615674 1.5 2.5
86 42 5.08112683516003 2.08470196540492 0.619505325297987 8.13885309519808
27 16 2.47065629472395 0.376764148162916 1.85510275995698 3.25060090598646
19 13 1.98697656442969 0.333310260928636 1.39313617509806 2.56051030416819
23 15 2.24194135321641 0.485717192366522 1.43913554299486 3.01182853282041
23 14 2.25324271924934 0.256426190173708 2 2.82842712474619
19 13 1.98697656442969 0.333310260928636 1.39313617509807 2.56051030416819
53 31 3.59328613240451 1.23251613351253 0.387096774193548 5.24141436615656
19 13 1.98697656442969 0.333310260928636 1.39313617509806 2.56051030416819
23 14 2.23361843772962 0.26865063638529 1.71428571428572 2.63415555922654
27 16 2.46382569903178 0.380008782517652 1.76001598004109 3.01623212800341
19 13 1.98697656442969 0.333310260928636 1.39313617509807 2.56051030416819
15 12 1.71676051329096 0.468401544266904 1 2.23606797749979
25 14 2.39939015534248 0.354372605699233 1.78571428571429 3.03129931056042
27 17 2.46141944985205 0.481738239437567 1.39450230483879 3.24543864097264
30 17 2.62644614274131 0.383097061123167 1.63122642633671 3.37146585433108
19 13 1.98697656442969 0.333310260928636 1.39313617509807 2.56051030416819
14 14 1.84884801905938 0.912009321454666 0.5 3.04138126514911
16 12 1.76119933457601 0.25464400750007 1.58113883008419 2.12132034355964
15 11 1.71680607651965 0.246660411163049 1.41128860875092 2.13006809342909
18 12 1.9377343588085 0.315201873978669 1.25 2.35849528301415
22 14 2.19420205811334 0.330070774117112 1.4655917520488 2.87937776724948
19 13 1.98697656442969 0.333310260928636 1.39313617509807 2.56051030416819
22 14 2.19232648355346 0.468203794935232 1.37951485113057 2.81123837916492
18 12 1.95477615018027 0.309058035574307 1.5 2.5
26 15 2.41885218713371 0.362458713539494 1.79381653960983 2.94693814737338
30 17 2.6429309029796 0.530426458837246 1.70588235294118 3.4082131616167
31 16 2.70391838288648 0.301942260521075 2.24391538387703 3.32192056647958
15 11 1.71680607651965 0.246660411163051 1.41128860875091 2.13006809342909
27 16 2.4659361858884 0.360688545876053 1.94655143779968 3.00650336770142
18 12 1.95477615018027 0.309058035574307 1.5 2.5
44 25 3.51364692959103 1.19460673620045 1.50572241797749 5.26376291259399
19 13 1.98697656442969 0.333310260928637 1.39313617509807 2.5605103041682
23 15 2.22764517146664 0.336381547646277 1.65058912041867 2.88521133445098
24 15 2.2831635611971 0.291447989527385 1.87142251301575 2.83470555006257
15 11 1.71680607651965 0.24666041116305 1.41128860875091 2.13006809342909
28 17 2.51669808629127 0.396963755809916 1.85737098868788 3.21437084525042
