m.cx m.cy m.majoraxis m.eccentricity m.theta
37.8723404255319 6.25531914893617 10.9224302188618 0.804324293838194 0.983999305583502
57.75 5.5 9.29292946939704 0.750381949207076 -1.03813027450161
30.4 7.22857142857143 7.54165304429743 0.622828311116373 -1.20280469249265
68.68 6.78 13.5985635545335 0.922985815278197 0.208023178898755
48.3636363636364 7.5 6.46669790682864 0.750757193529676 1.5707963267949
22.5217391304348 9.08695652173913 7.07575696389845 0.819852831511722 -0.573274536573936
83.3421052631579 14.2368421052632 11.0033244576186 0.889822303181345 0.492999728480097
73 15 5.89767824619603 0.565685424949208 -0.785398163397285
53.7142857142857 16.5714285714286 6.49353563909389 0.775196679940909 -1.4931653298413
63 15.8260869565217 5.40531139753709 0.128697890416998 3.75877107220401e-12
35.4210526315789 16.8947368421053 5.54469823377708 0.632280896446479 -1.34703633921631
45 17 5.89767824619587 0.565685424949223 -0.785398163397448
12.6 17.6 4.61880215351702 0.489897948556672 -0.785398163397359
18.4285714285714 17.2857142857143 6.493535639094 0.775196679940856 -0.0776309969534973
27 17.8260869565217 5.40531139753742 0.128697890417474 0
90.875 21.8125 7.54581994140906 0.658514762587874 0.613715922463217
80 22.8571428571429 5.61778965602164 0.544314545941636 -0.890944830008645
5.65671641791045 30.0298507462687 18.6447986277518 0.961707315397386 -1.23076999911273
70.5925925925926 23.9259259259259 6.42150068125612 0.572412597655826 -0.218019173660323
24.5 25 5.65685424949238 0.612372435695794 1.5707963267949
51.1739130434783 25 5.40531139753742 0.128697890417112 1.5707963267949
60.5 25 5.65685424949238 0.612372435695794 1.5707963267949
15.6 25.4 4.61880215351712 0.489897948556662 0.785398163397537
33.5384615384615 25.8461538461538 6.51041804161883 0.636531553779778 -0.298588329046365
42.1052631578947 25.4210526315789 5.54469823377651 0.632280896446523 0.223759987578606
97.5641025641026 29.0769230769231 7.63672622225778 0.530119158419302 1.38352284074702
87.0454545454545 30.0909090909091 6.00596053861234 0.641707776881499 -0.708312078468617
77.7241379310345 31.7931034482759 7.85237421073749 0.796860041942263 -0.38410886169097
13.3636363636364 33.6818181818182 6.71148425107344 0.783365202627941 1.39498035991622
30 33.8076923076923 6.47068949071184 0.594396292956849 1.57079632679477
48.5 33.5 6.5599665768034 0.7728365157495 -1.35162804686594
67.5 33 5.65685424949238 0.612372435695794 1.5707963267949
22 34 5.65685424949238 0.81649658092772 1.5707963267949
39.1739130434783 34.1304347826087 5.87902873572639 0.520404143925187 -0.909454887945576
57.9166666666667 33.9166666666667 5.77350269189631 0.408248290463562 -0.785398163397121
103.909090909091 37.0454545454545 6.005960538613 0.641707776881733 0.862484248326143
84.1153846153846 39.5 6.34819357875093 0.577228593640568 1.19180951709263
93.8947368421053 38.4210526315789 5.54469823377702 0.632280896446426 -0.223759987578307
54.9655172413793 42.0689655172414 7.91312500411854 0.808352566663965 -1.20210773829458
65 41.3214285714286 6.50745255653193 0.54618060475635 1.57079632679432
74.0833333333333 41.0833333333333 5.77350269189663 0.408248290464075 -0.785398163396466
2.5 41.5 4.47213595499958 0 0
10 41.5 4.47213595499958 0.683130051063971 1.5707963267949
18.8260869565217 41.8695652173913 5.87902873572628 0.520404143925222 -0.909454887945764
36.448275862069 42.5172413793103 6.27861254387608 0.344651860550826 -1.03539577840786
45.32 42.56 6.24078893156995 0.545530395430326 -1.37357066160367
28 42 5.65685424949238 0.816496580927703 0
107 42 3.26598632371109 1.01141460088809e-06 1.5707963267949
101.826086956522 44.8695652173913 5.87902873572633 0.520404143924947 -0.909454887945294
92.2307692307692 46.8076923076923 6.80449368423404 0.670494746736067 -1.09122691164291
81.96 48.56 6.45407327662854 0.644698014703447 -1.12992749863498
7.33333333333333 49.1666666666667 5.6613274828757 0.698929560157626 1.26892166009627
62.5 50 7.65610654037732 0.832421996637866 -1.43268707851634
71.92 49.44 6.22913229036419 0.592118460771479 -1.42182356268916
16.0833333333333 50.0833333333333 5.77350269189619 0.408248290463838 -0.785398163397366
24.5 50 5.65685424949238 0.612372435695794 1.5707963267949
52.5652173913044 50.6086956521739 6.66728160880359 0.757544515981254 -1.463262257599
33 50.5 4.47213595499958 0.683130051063929 1.5707963267949
43.4210526315789 50.8947368421053 5.54469823377702 0.632280896446426 -1.34703633921659
108.5 51.5 6.531972647422 0.460977222864671 1.03037682652448
99 54 5.65685424949238 0 0
5.34782608695652 59.0434782608696 12.2157788222711 0.918190072121916 1.26342441365018
79 57 7.32648751823415 0.693375245281501 1.5707963267949
88.8461538461538 56.2307692307692 6.6346936018476 0.63740753466293 -1.39234035861854
22.5357142857143 58.75 6.84023597037734 0.620706450835647 0.758214095160906
31.2692307692308 58.6538461538462 6.45896479199229 0.602197225632834 -1.288511629961
40.0434782608696 58.6086956521739 7.18835434108921 0.821461457400638 -1.08806077389374
60 58.6785714285714 6.50745255653109 0.546180604756342 1.5707963267949
68.6363636363636 58.5 6.46669790682879 0.750757193529805 -1.57079632679459
13.5 58.5 4.78091443733739 0.670820393249946 0.785398163397294
49.375 58.75 6.55341385458348 0.690516482689299 -0.489703865836438
106 60.5 6.20173672946047 0.544058820349106 1.5707963267949
96 63.1739130434783 5.40531139753776 0.128697890417588 0
86.0833333333333 64.9166666666667 5.77350269189647 0.408248290464086 0.785398163396139
11.5 65 4.47213595499958 0.683130051063796 0
76.8260869565217 65.8695652173913 5.8790287357259 0.520404143924301 -0.90945488794643
37.8148148148148 67.4074074074074 6.39364541933888 0.529941938922657 -1.41536218909181
47 67.5 6.70776738050223 0.622166912169472 -1.21292453196069
57.5757575757576 67.5757575757576 6.68317515252824 0.362738125054846 0.785398163397448
