s.area s.perimeter s.radius.mean s.radius.sd s.radius.min s.radius.max
23 16 2.26062425585768 0.611516944841196 1.06800046816469 3.30009469561102
29 18 2.71784479604904 0.89703828752206 1.16798866897937 4.0589787683573
21 14 2.1456046681212 0.493274146541977 1.31319830791787 2.77929663690625
32 18 2.76518313886497 0.615185798406914 1.5908690070307 3.69350447524326
128 62 8.6012982425528 4.13875235307172 0.823844696072396 16.0232092981487
21 14 2.1456046681212 0.493274146541977 1.31319830791787 2.77929663690625
15 11 1.71680607651965 0.24666041116305 1.41128860875091 2.13006809342909
19 13 1.98697656442969 0.333310260928636 1.39313617509806 2.56051030416819
25 16 2.40304216726436 0.642563881921035 1.25 3.25
17 12 1.8960687076064 0.384680401881013 1.15770366578748 2.55087131083566
15 12 1.71676051329096 0.468401544266904 1 2.23606797749979
9 8 1.20710678118655 0.207106781186548 1 1.4142135623731
20 14 2.03266527158309 0.343906809615674 1.5 2.5
33 18 2.85412153187781 0.600135918586478 1.80875784401108 4.00616808384887
18 12 1.9377343588085 0.315201873978669 1.25 2.35849528301415
34 19 2.84295676206214 0.494435693633986 1.75902894390194 3.74017642198734
20 14 2.03266527158309 0.343906809615674 1.5 2.5
25 15 2.3988136426276 0.477404786492462 1.37275068546494 3.21731426987031
23 15 2.24194135321641 0.485717192366522 1.43913554299486 3.01182853282041
19 13 1.98697656442969 0.333310260928636 1.39313617509807 2.56051030416819
22 14 2.20208852196635 0.36110660220874 1.73793215151378 2.85714285714286
31 17 2.68092484475559 0.293254800738668 2.21429767349632 3.3286010237165
27 16 2.47065629472395 0.376764148162916 1.85510275995698 3.25060090598646
63 34 4.48333144482881 2.03028507725136 1.38735016647891 7.63398203173807
24 15 2.31200371292988 0.477464307285676 1.16619037896906 3.12409987036267
33 20 2.79714907695698 0.964861151295201 0.738241153011666 4.09206549312202
26 15 2.4302001700728 0.334521914313384 1.91020650425259 3.03021818063027
12 10 1.46832385059276 0.306635075913475 1.11803398874989 1.80277563773199
19 13 1.98697656442969 0.333310260928636 1.39313617509807 2.56051030416819
28 17 2.50577268913024 0.387516418172987 1.90519232243549 3.29621781791104
31 18 2.74481207017663 0.608545550527672 1.4667087536049 3.80585967965643
24 15 2.3252488629153 0.459342468414242 1.14697670227235 3.03021818063027
27 16 2.4601708440827 0.362150753037215 1.80385871120773 3.1030478968266
119 51 6.68046281173008 2.88182298926041 2.5452460756367 11.6823917750409
27 16 2.47065629472395 0.376764148162916 1.85510275995698 3.25060090598646
20 14 2.03266527158309 0.343906809615674 1.5 2.5
12 10 1.46832385059276 0.306635075913475 1.11803398874989 1.80277563773199
32 18 2.73348012432732 0.373091839924968 2.12132034355964 3.53553390593274
27 16 2.48372964572364 0.413437778817491 1.76001598004109 3.3125
43 23 3.36415131424068 1.01876074645729 1.65274589641289 5.30719809379726
23 14 2.23361843772962 0.268650636385292 1.71428571428571 2.63415555922654
32 17 2.723755627432 0.275617435250026 2.32110819493516 3.28623005257963
26 14 2.42975291896459 0.246143184079399 2.06155281280883 2.69258240356725
27 16 2.47065629472395 0.376764148162916 1.85510275995698 3.25060090598646
172 69 7.27197188302504 2.78075198862902 2.99425340530097 13.0847976777156
26 16 2.44280197150149 0.638528408160866 1.5 3.35410196624968
18 14 1.96096915144261 0.636081745603851 1.11803398874989 2.69258240356725
29 17 2.55856941120494 0.372617330934638 1.91515536424702 3.24810298641848
26 15 2.41885218713371 0.362458713539494 1.79381653960983 2.94693814737338
20 14 2.03266527158309 0.343906809615674 1.5 2.5
28 17 2.72318727958661 0.764363159955851 1.37198868114007 3.91828293726609
41 19 3.15081291567023 0.298326111932293 2.52027787238166 3.67555373935122
27 15 2.47145201443096 0.310434187565729 1.89619502044372 2.98812464413533
24 15 2.2831635611971 0.291447989527384 1.87142251301576 2.83470555006257
24 16 2.29186121946572 0.497365208583299 1.58113883008419 2.91547594742265
30 18 2.64563698820282 0.603988789231492 1.27898493702459 3.72263679283354
16 12 1.76119933457601 0.25464400750007 1.58113883008419 2.12132034355964
9 8 1.20710678118655 0.207106781186548 1 1.4142135623731
23 15 2.22764517146664 0.336381547646277 1.65058912041866 2.88521133445099
16 13 1.79776071375211 0.48529582461762 0.828486893405308 2.61538461538461
22 14 2.19232648355346 0.468203794935232 1.37951485113057 2.81123837916492
28 18 2.61053616524094 0.892307145034852 0.707106781186548 3.80788655293195
35 18 2.87244730388434 0.387661004369538 1.9261039803733 3.45428701260218
22 14 2.17959179458176 0.302020435874398 1.67362493055142 2.68879003210267
26 15 2.42367741016274 0.328648799920323 1.83060402903279 2.94693814737338
25 15 2.41377420076571 0.437575005565507 1.62754074876449 3.29376515387617
22 14 2.19232648355346 0.468203794935232 1.37951485113057 2.81123837916492
24 17 2.36200692334546 0.792802466453983 0.784803768478021 3.4082131616167
31 17 2.70585094461609 0.416149437223634 1.82447793167892 3.58582368332428
34 21 3.00725564906248 1.02328706091088 1.34687005940294 4.50975259639879
32 18 2.8132984334357 0.668178894862249 1.5 3.90512483795333
26 17 2.40275520142064 0.483412719393041 1.45283400414453 3.27990631987074
31 17 2.67583549265471 0.402124015955055 1.94829354843284 3.40008141567492
56 26 3.90097662058367 1.12060438457321 1.81544980326246 5.6761725582687
9 8 1.20710678118655 0.207106781186548 1 1.4142135623731
19 13 1.98697656442969 0.333310260928636 1.39313617509807 2.56051030416819
15 11 1.71680607651965 0.24666041116305 1.41128860875091 2.13006809342909
22 13 2.19734637661392 0.21773503657452 1.85255301212189 2.61085580745801
9 8 1.20710678118655 0.207106781186548 1 1.4142135623731
25 17 2.44799270607577 0.748975920168949 1.17794025850004 3.65889918590211
47 23 3.40995059678011 0.649142716121265 2.05224760368799 4.64322585212044
22 14 2.20277340118616 0.46820712772804 1.58113883008419 2.91547594742265
9 8 1.20710678118655 0.207106781186548 1 1.4142135623731
27 16 2.46382569903178 0.380008782517652 1.76001598004109 3.01623212800341
27 16 2.4601708440827 0.362150753037215 1.80385871120773 3.1030478968266
18 12 1.9377343588085 0.315201873978669 1.25 2.35849528301415
37 22 3.14857377318121 1.09266701760617 1.23649731897595 4.87869376909045
30 17 2.73420460652259 0.747480598942366 1.4227513673468 3.98830470180798
36 19 2.96931596115544 0.496864804735537 2.08742442263705 3.94561364505081
19 14 2.01476836983321 0.521863074935218 1.08091042503011 2.88291943865865
60 36 4.07109948181974 1.60542317693132 0.355729124301824 6.64278128571733
12 10 1.46832385059276 0.306635075913475 1.11803398874989 1.80277563773199
43 26 3.31511012164336 1.34328834566617 0.792904928003397 5.35776271420965
12 10 1.46832385059276 0.306635075913475 1.11803398874989 1.80277563773199
16 12 1.84065254201659 0.441963293612934 1.11803398874989 2.5
29 17 2.55856941120494 0.372617330934638 1.91515536424703 3.24810298641847
19 13 1.98697656442969 0.333310260928637 1.39313617509807 2.5605103041682
9 8 1.20710678118655 0.207106781186548 1 1.4142135623731
100 47 5.62465854870848 2.43283192338369 0.836578861759045 9.70401717322909
37 18 3.04441960415572 0.561108373815308 2.06155281280883 4.03112887414927
31 17 2.69936300413078 0.513431964636666 1.65648562827396 3.57809560605778
27 16 2.4659361858884 0.360688545876053 1.94655143779968 3.00650336770142
33 18 2.78434408892141 0.497421345026922 2 3.60555127546399
95 47 5.16192502472174 1.91325661191951 0.646052189391025 7.97418310533276
55 30 3.75038777666769 1.14849291206607 1.24454364683963 5.71100302534988
18 12 1.95477615018027 0.309058035574307 1.5 2.5
36 18 2.93085482096095 0.323317897578256 2.5 3.35410196624968
28 18 2.54405752647351 0.666661809810761 1.5 3.35410196624968
