s.area s.perimeter s.radius.mean s.radius.sd s.radius.min s.radius.max
47 30 3.21780307543472 1.21388679270376 0.268741924943284 5.1902686721295
44 22 3.29658140370024 0.651055575836156 1.96087769182937 4.309560772235
35 18 2.90272554010896 0.381014557622343 2.31807178278056 3.70226824034359
50 28 3.88849031553105 1.52053971510281 1.14786847714201 6.27037495217122
22 14 2.19232648355346 0.468203794935232 1.37951485113057 2.81123837916492
23 14 2.33565125265627 0.538173935776205 1.18235323980335 3.24666233638957
38 24 3.18567433465099 1.19420760813342 1.27815513751483 5.10395407720546
23 14 2.25324271924934 0.256426190173708 2 2.82842712474619
21 14 2.1456046681212 0.493274146541977 1.31319830791787 2.77929663690625
23 14 2.23361843772962 0.268650636385291 1.71428571428571 2.63415555922654
19 13 1.98697656442969 0.333310260928636 1.39313617509807 2.56051030416819
23 14 2.25324271924934 0.256426190173708 2 2.82842712474619
15 11 1.71680607651965 0.24666041116305 1.41128860875091 2.13006809342909
21 14 2.1456046681212 0.493274146541977 1.31319830791787 2.77929663690625
23 14 2.23361843772962 0.26865063638529 1.71428571428572 2.63415555922654
32 19 2.71907283410227 0.56440613053704 1.30734129982886 3.69547151190357
21 13 2.14081502246841 0.282193077634284 1.47764405479219 2.6658036078713
67 38 4.69509721369366 2.22933007190018 1.25103834989523 8.45027823305638
27 15 2.47145201443096 0.31043418756573 1.89619502044372 2.98812464413533
20 14 2.03266527158309 0.343906809615674 1.5 2.5
23 14 2.23361843772962 0.26865063638529 1.71428571428572 2.63415555922654
20 14 2.03266527158309 0.343906809615674 1.5 2.5
15 11 1.71680607651965 0.24666041116305 1.41128860875091 2.13006809342909
26 15 2.41885218713371 0.362458713539494 1.79381653960983 2.94693814737338
19 13 1.98697656442969 0.333310260928636 1.39313617509806 2.56051030416819
39 19 3.04854284920777 0.353085039361099 2.37367837553256 3.69959195174525
22 14 2.19420205811334 0.330070774117112 1.4655917520488 2.87937776724948
29 17 2.65373600722059 0.584609484154714 1.70588235294117 3.633751814466
22 15 2.20435989019683 0.501904956742344 1.37436854187255 2.98142396999972
26 16 2.42721819729591 0.368721538176993 2.00876983499852 2.98498848406489
22 14 2.20277340118616 0.46820712772804 1.58113883008419 2.91547594742265
20 14 2.03266527158309 0.343906809615674 1.5 2.5
15 12 1.71676051329096 0.468401544266904 1 2.23606797749979
23 15 2.22764517146664 0.336381547646277 1.65058912041866 2.88521133445099
24 15 2.2831635611971 0.291447989527384 1.87142251301576 2.83470555006257
22 14 2.19420205811334 0.330070774117112 1.4655917520488 2.87937776724948
26 15 2.41626895673663 0.342344686341729 1.80123414481418 3.04046780026436
19 13 1.98697656442969 0.333310260928637 1.39313617509807 2.5605103041682
29 17 2.63450743666959 0.617389564287508 1.29545385562031 3.75366026671619
28 16 2.50584831792106 0.350810429679875 2.00876983499852 2.98498848406489
24 15 2.2831635611971 0.291447989527384 1.87142251301575 2.83470555006258
16 12 1.76119933457601 0.25464400750007 1.58113883008419 2.12132034355964
12 10 1.46832385059276 0.306635075913475 1.11803398874989 1.80277563773199
23 15 2.22764517146664 0.336381547646277 1.65058912041866 2.88521133445099
29 16 2.58186926272023 0.282922003775731 2.07759626732433 2.96924338005493
25 15 2.37875988064519 0.393490487262678 1.64924225024707 3.05286750449475
15 12 1.71676051329096 0.468401544266904 1 2.23606797749979
9 8 1.20710678118655 0.207106781186548 1 1.4142135623731
23 15 2.22764517146664 0.336381547646277 1.65058912041866 2.88521133445099
26 17 2.40275520142064 0.483412719393041 1.45283400414453 3.27990631987074
25 15 2.37308675434781 0.370605106856149 1.76005050432587 3.08184648835366
18 13 1.93255035652896 0.3832830862607 1.31671098220182 2.51974451602449
