m.cx m.cy m.majoraxis m.eccentricity m.theta
45.5 2.5 4.47213595499958 0 0
31.2647058823529 7.41176470588235 7.2229594953708 0.544545790134789 0.264455822775871
61 6 3.2659863237109 4.73097201180087e-07 1.5707963267949
41.0857142857143 8.71428571428571 7.45680483311474 0.597207914180834 0.409933632198559
52.9090909090909 8.09090909090909 5.50281670924429 0.428259399823438 -0.785398163397305
22.1578947368421 10.4473684210526 7.77585152721159 0.582685574377102 0.532084822061887
14 14 6.35775531391219 0.816496580927726 -0.785398163397448
49 14.8260869565217 5.40531139753709 0.128697890417059 3.75877107220048e-12
65.2222222222222 15.4444444444444 6.58110492848141 0.606009480283203 1.44529498347362
38.5 16.5 4.47213595499958 0 0
29.5 17.5 4.47213595499958 0 0
57.7096774193548 19.1935483870968 6.79973497856887 0.494888906035761 0.887556095697513
73.1739130434783 19 5.40531139753742 0.128697890418079 1.5707963267949
20.4444444444444 19.9259259259259 6.81220848797798 0.678981496337562 -0.406483686948356
10.1666666666667 22.4047619047619 9.16382584052712 0.764748753258306 0.83311915321287
47.0625 23.90625 7.52754964846868 0.703342228126214 -1.46635921220478
30.7333333333333 25.4666666666667 6.60128648302359 0.443627625849671 0.646817809730648
63.6666666666667 24.7777777777778 6.92475833602947 0.677771087191998 0.284052366237185
81 24.5 4.47213595499958 0.683130051063796 1.5707963267949
38.7826086956522 26.304347826087 7.16941900709667 0.797505048454725 -0.529153035096833
4.66666666666667 28.1666666666667 5.66132748287528 0.698929560157591 -1.26892166009615
73.0909090909091 28.0909090909091 5.50281670924386 0.428259399823611 0.785398163398758
21.6666666666667 28.8333333333333 5.66132748287535 0.698929560157604 1.26892166009628
55.8947368421053 30.9736842105263 7.43947250672592 0.447642539483256 -0.735862077498007
84 29.5 4.47213595499958 0.683130051063796 1.5707963267949
10.1153846153846 31.5 6.348193578751 0.577228593640662 1.1918095170926
47.5 33.5 6.32455532033676 0 0
63.2666666666667 35.4666666666667 8.85331446119836 0.683192552655619 1.03026248854313
80.5882352941177 33.9411764705882 5.69530651647332 0.759283494666338 1.13617892406229
30.1739130434783 34.8695652173913 5.87902873572628 0.520404143925222 0.909454887945764
39.72 34.68 6.51813417914766 0.629293937263235 0.364711108635725
74.4754098360656 38.5901639344262 13.1871885427598 0.878805409112988 0.769323237707768
3.33333333333333 37.5666666666667 7.35340084202428 0.70742463114297 0.81201772150287
19.5 37.3636363636364 6.46669790682864 0.750757193529619 0
86.027027027027 39.2972972972973 8.25023911098042 0.667368761128802 1.41565110841313
11.1666666666667 41.3333333333333 5.66132748287533 0.698929560157596 0.3018746666987
55.5714285714286 43.0571428571429 7.90993474521802 0.690593432953467 -0.872506056618913
27.625 44.375 6.29309687922851 0.573806617011781 -0.306410101082634
36.5714285714286 43.2857142857143 6.49353563909405 0.775196679940816 0.0776309969536857
47.0740740740741 43.6666666666667 7.38366565592711 0.723428943568656 0.0554985052457678
64.5 46.1153846153846 6.34819357875044 0.5772285936405 -0.378986809702457
18.5 47 4.47213595499958 0.683130051064062 0
84.5 48 5.65685424949238 0.612372435695794 1.5707963267949
9.72222222222222 49.7777777777778 8.11051336299003 0.709798572417231 1.0605911372358
3.9 55.64 14.9182174639926 0.924897819774027 1.10931365757025
77.9411764705882 50.5882352941176 5.69530651647455 0.759283494666303 0.434617402733007
25.7647058823529 53.0294117647059 7.53308733815605 0.631490687029377 1.10714871779412
35 52 5.89767824619572 0.565685424949238 -0.785398163397285
55.5294117647059 53.9803921568627 10.8798432629343 0.808980628776164 -1.10240011525429
45.0869565217391 55.8115942028985 13.9829543495721 0.843803444844278 1.33545305026823
70.6333333333333 54.4666666666667 6.17521929435097 0.0890247601826814 1.32581766371052
17 56 3.26598632371095 5.05542619636279e-07 0
86.15625 57.90625 7.51488334625901 0.684734061034895 1.50510549252759
64.4210526315789 57.8947368421053 5.54469823377764 0.632280896446524 -1.34703633921672
77.6756756756757 60.1351351351351 7.00883851667383 0.156019234159934 -0.824533733657433
25.0909090909091 61.9545454545455 6.00596053861294 0.641707776881746 0.862484248326204
18 63 3.26598632371095 5.05542619636279e-07 0
34.804347826087 64.5217391304348 8.64889191772186 0.584216548882172 0.448837127286494
23.1234042553191 80.2 54.1981723410681 0.98176217173016 0.648101506767788
59.6363636363636 66.0606060606061 7.22729688877263 0.577660525838658 -1.1554397355136
82.1333333333333 68.2 12.6191518842905 0.895730705923807 -0.749189272219611
71 68.6046511627907 11.8869221432782 0.896500364194655 1.00590751806121
25 67 3.26598632371165 7.15255737304688e-07 1.5707963267949
51.1290322580645 68.6129032258064 8.2215850685254 0.747054104378656 -1.1246296680988
41.3913043478261 68.5652173913043 6.66728160880414 0.757544515981086 0.107534069195931
16.5 70 4.47213595499958 0.683130051063796 0
27 74 3.26598632371165 7.15255737304688e-07 1.5707963267949
35 75 5.65685424949238 0 0
56.4 74.6 4.61880215351884 0.48989794855761 0.785398163398869
63.5 75 5.54259346189222 0.693483744184687 1.16746055208429
45.5862068965517 77.0689655172414 6.7284620161264 0.575904896582831 -0.194958931965561
76.44 77.8 6.4592159531201 0.657938921364374 -0.43585118063253
64.8297872340426 85.2659574468085 19.878040386381 0.913980055813762 -0.507575514397497
46.6 86.6 4.61880215351806 0.489897948556302 -0.78539816340029
48.5 92.5 4.47213595499958 0.894427190999916 0
