s.area s.perimeter s.radius.mean s.radius.sd s.radius.min s.radius.max
26 16 2.41100394867194 0.384704379346394 1.74329071012267 3.06823442715839
152 69 6.34125130548833 2.46560887261883 0.947475891517748 10.8620747137343
41 20 3.15850408757842 0.348356037338843 2.61772802254168 3.85389413450863
12 10 1.46832385059276 0.306635075913475 1.11803398874989 1.80277563773199
9 8 1.20710678118655 0.207106781186548 1 1.4142135623731
86 36 4.79321117072189 1.61674402450361 0.96904241902847 7.1527103556693
45 23 3.36781082799801 0.679156000726058 1.89417573137321 4.71593846592242
22 13 2.19734637661392 0.217735036574517 1.85255301212189 2.61085580745802
23 15 2.24194135321641 0.485717192366522 1.43913554299486 3.0118285328204
17 12 1.8960687076064 0.384680401881013 1.15770366578748 2.55087131083566
118 44 6.27752793879392 2.57885521449561 1.12264445774804 10.2063422188168
9 8 1.20710678118655 0.207106781186548 1 1.4142135623731
22 13 2.19734637661392 0.217735036574517 1.85255301212189 2.61085580745802
24 15 2.2831635611971 0.291447989527384 1.87142251301576 2.83470555006257
9 8 1.20710678118655 0.207106781186548 1 1.4142135623731
72 30 4.5483494476896 1.11816594451784 2.55516905289824 6.6379381002102
25 16 2.32514076993644 0.306137877400638 2 2.82842712474619
18 12 1.9377343588085 0.315201873978669 1.25 2.35849528301415
19 14 2.06275655106827 0.618700665157022 0.759296129481046 2.95286094408491
38 19 3.01324391478331 0.500000999216999 1.78792502646979 3.76784764823062
22 14 2.20277340118616 0.46820712772804 1.58113883008419 2.91547594742265
19 13 1.98697656442969 0.333310260928636 1.39313617509806 2.56051030416819
215 96 8.87350628995866 3.91061320903451 0.321569771675687 15.8633248023459
61 25 4.08495536637673 1.04668030205502 2.1301643129111 5.66194312935056
16 12 1.76119933457601 0.25464400750007 1.58113883008419 2.12132034355964
9 8 1.20710678118655 0.207106781186548 1 1.4142135623731
12 10 1.46832385059276 0.306635075913475 1.11803398874989 1.80277563773199
20 14 2.03266527158309 0.343906809615674 1.5 2.5
65 30 4.15715160116062 1.17770091867866 1.52679766541317 6.02752943676852
43 20 3.23477913641822 0.501202492604914 2.25499445675594 4.04783892960182
24 15 2.2831635611971 0.291447989527384 1.87142251301576 2.83470555006257
68 31 4.26997161840868 1.52755339713744 1.0387898185874 6.33844290664113
26 15 2.4302001700728 0.334521914313384 1.91020650425259 3.03021818063027
14 11 1.65818603026839 0.457271008236006 0.92709445701687 2.36363636363636
62 25 3.99363668629173 0.539319958748804 2.82842712474619 5.01597448159378
12 10 1.46832385059276 0.306635075913475 1.11803398874989 1.80277563773199
16 12 1.76119933457601 0.25464400750007 1.58113883008419 2.12132034355964
24 15 2.2831635611971 0.291447989527384 1.87142251301576 2.83470555006257
37 19 3.0059865204649 0.604737206267973 1.57894736842105 4.02209961569322
15 11 1.71680607651965 0.24666041116305 1.41128860875091 2.13006809342909
53 23 3.71944947718656 0.595593404497443 2.5677953148232 4.99413644845478
50 23 3.55392032772962 0.704488728385614 2.20756561300628 4.78260869565218
21 15 2.14609318854015 0.587703273100195 0.991071249821233 2.95221197673127
8 8 1.14412280563537 0.437016024448821 0.707106781186548 1.58113883008419
23 15 2.22764517146664 0.336381547646277 1.65058912041866 2.88521133445099
22 14 2.19420205811334 0.330070774117112 1.4655917520488 2.87937776724948
18 12 1.9377343588085 0.315201873978669 1.25 2.35849528301415
15 11 1.71680607651965 0.24666041116305 1.41128860875091 2.13006809342909
102 49 5.10722543307391 1.99634321572929 0.694177606191629 8.42204619678464
24 15 2.2831635611971 0.291447989527384 1.87142251301575 2.83470555006258
163 57 6.88075812641537 2.3490854360157 1.18326798097665 10.9446830939541
100 43 4.9994637933062 1.65866522378085 1.14048370560365 7.40667554423921
21 13 2.18254704466073 0.335004541481371 1.63178487966127 2.83678290993628
156 46 6.62596828273398 1.43565318994483 3.10899968108927 9.32345153804269
32 17 2.72072554748045 0.304075950822361 2.17726535568491 3.28623005257963
78 44 5.90167483475977 3.00452252984839 0.273672604063461 10.7948803675057
37 19 2.9585353969165 0.453339893076664 1.93022324430444 3.63310418008891
31 16 2.6826469791503 0.222483561765333 2.16596543139543 2.96924338005493
35 17 2.88694205881356 0.36899022256348 2.07222528868335 3.42997170285017
36 17 2.93900746691613 0.298125322686899 2.35954954354489 3.45259543313628
70 33 4.54032631532047 1.74728987026214 1.05843934524685 7.10520444541907
27 17 2.46655060992128 0.575632697292103 1.41298966464286 3.30722183455779
8 8 1.14412280563537 0.437016024448821 0.707106781186548 1.58113883008419
