imageID	npoint	nn.mean	nn.sd	cc.mean	cc.sd
group28.day28.R32_Ral_100_1.jpg-coord.txt	69	8.41883095835783	1.76383822490578	0.698872956364253	0.129188007240085
group28.day28.R32_Ral_100_10.jpg-coord.txt	58	8.37121372486505	1.35088911715428	0.725540128160036	0.164417514290563
group28.day28.R32_Ral_100_11.jpg-coord.txt	62	8.2612929383795	1.55156327894361	0.66711752087926	0.21184576891482
group28.day28.R32_Ral_100_12.jpg-coord.txt	38	8.34428742733903	1.49216396871058	0.651425023581914	0.201023522988079
group28.day28.R32_Ral_100_13.jpg-coord.txt	82	8.31932453491021	1.62652408023838	0.710086190090692	0.165783296839072
group28.day28.R32_Ral_100_14.jpg-coord.txt	46	7.48243436333683	1.5449105842552	0.671932920406797	0.167340662579449
group28.day28.R32_Ral_100_15.jpg-coord.txt	33	9.41870818276832	1.8988210439473	0.758263583119749	0.125936571354386
group28.day28.R32_Ral_100_16.jpg-coord.txt	57	7.58339418668527	1.52554269735425	0.67270184626976	0.131590598512259
group28.day28.R32_Ral_100_17.jpg-coord.txt	35	8.59089152435442	1.90716486725963	0.767797068092124	0.124694649858711
group28.day28.R32_Ral_100_18.jpg-coord.txt	35	8.53917586619189	1.65268871225298	0.743812328430207	0.190905522587684
group28.day28.R32_Ral_100_19.jpg-coord.txt	71	8.38091863258353	1.64537692945814	0.72391596546446	0.180227171615449
group28.day28.R32_Ral_100_2.jpg-coord.txt	51	8.27199099282572	1.97698028219634	0.742974251112842	0.141701431631114
group28.day28.R32_Ral_100_20.jpg-coord.txt	48	7.19230630184842	1.59151784625815	0.712022500625761	0.17469918464331
group28.day28.R32_Ral_100_21.jpg-coord.txt	85	7.7614046973709	1.2059172762689	0.669493354893949	0.216853280298153
group28.day28.R32_Ral_100_22.jpg-coord.txt	79	8.2168107388237	1.68423981842297	0.684762494982173	0.237629142689359
group28.day28.R32_Ral_100_23.jpg-coord.txt	54	8.51621528085037	1.46498255459468	0.751695447926723	0.133555477554825
group28.day28.R32_Ral_100_24.jpg-coord.txt	73	7.67612374628228	1.68100739482849	0.74651439235371	0.129361339358739
group28.day28.R32_Ral_100_25.jpg-coord.txt	66	7.22372869960652	1.25700621183498	0.690524348473066	0.149384214590469
group28.day28.R32_Ral_100_26.jpg-coord.txt	53	7.18351588318761	0.958009905610733	0.646673833338741	0.224598080452276
group28.day28.R32_Ral_100_27.jpg-coord.txt	59	7.16715568328368	1.4204973777927	0.599585426016459	0.304011881152852
group28.day28.R32_Ral_100_28.jpg-coord.txt	80	8.36241773556952	2.06640397166731	0.679103072604766	0.223832366298094
group28.day28.R32_Ral_100_3.jpg-coord.txt	76	8.16641517378478	1.96909902940521	0.69686328090627	0.197326548326149
group28.day28.R32_Ral_100_4.jpg-coord.txt	48	7.62598181001273	1.66244640909365	0.736093879133324	0.142893528846143
group28.day28.R32_Ral_100_5.jpg-coord.txt	59	8.16181168219961	1.64512248111938	0.741581872499957	0.127289694071728
group28.day28.R32_Ral_100_7.jpg-coord.txt	63	8.8122845289069	1.71212233745215	0.725761442429482	0.127196964420802
group28.day28.R32_Ral_100_8.jpg-coord.txt	51	7.23532874837519	1.53073260149762	0.670189247653744	0.257881968028621
group28.day28.R32_Ral_100_9.jpg-coord.txt	61	8.14526859150692	1.41336632365631	0.741424823149627	0.159258798636141
Group28.day4.R32_100_1.jpg-coord.txt	51	8.08724464761924	1.98441549660065	0.661995349834639	0.216005157545147
Group28.day4.R32_100_10.jpg-coord.txt	42	7.53913004475531	1.78649734856427	0.750516910712745	0.125359597816812
Group28.day4.R32_100_11.jpg-coord.txt	42	7.7883931564485	2.15813688140236	0.65942602273678	0.243670370414986
Group28.day4.R32_100_12.jpg-coord.txt	36	8.9788952645652	2.28725070698965	0.787066122953073	0.184104234318252
Group28.day4.R32_100_13.jpg-coord.txt	64	7.40382666949432	1.28214733512637	0.722755733534317	0.165334906947418
Group28.day4.R32_100_14.jpg-coord.txt	54	8.06918346281544	1.97156672385323	0.705649351622945	0.172293204782262
Group28.day4.R32_100_2.jpg-coord.txt	40	8.89630207814677	2.18948212735809	0.739847918865035	0.176159595112409
Group28.day4.R32_100_3.jpg-coord.txt	48	7.12551192589468	1.16101921831845	0.770218577708348	0.110560966254422
Group28.day4.R32_100_4.jpg-coord.txt	45	8.68608872776684	1.73345853078395	0.716475996412115	0.130190238876473
Group28.day4.R32_100_5.jpg-coord.txt	42	9.01794574134103	1.67875812844134	0.770213640606054	0.103495938747382
Group28.day4.R32_100_6.jpg-coord.txt	69	8.35972992028347	1.72740265649641	0.685761569311964	0.152704175030767
Group28.day4.R32_100_7.jpg-coord.txt	42	9.08287605589017	2.58567216693997	0.74715759933026	0.125283622334466
Group28.day4.R32_100_8.jpg-coord.txt	67	7.58319667138591	1.56965107886605	0.650889229430147	0.239928042264388
Group28.day4.R32_100_9.jpg-coord.txt	55	8.20156135624227	1.7497891333256	0.692135546412311	0.196659306339343
group 28.day28.R32_Ral_176_1.jpg-coord.txt	50	8.11158521493491	1.73204577084654	0.724008268900011	0.117733208352995
group 28.day28.R32_Ral_176_2.jpg-coord.txt	94	8.46908821910544	1.2952772675632	0.650336780975366	0.160278050848707
Group28.day4.R32_176_1.jpg-coord.txt	63	7.72691903687813	0.674779011002046	0.668967026558487	0.178840855045288
Group28.day4.R32_176_2.jpg-coord.txt	74	7.8564248160489	1.02670306172591	0.64621782395606	0.147973728995186
Group28.day4.R32_176_3.jpg-coord.txt	46	6.9610950274386	1.11606972091616	0.717054567910482	0.138172358381106
