score	df.info.line	df.info.class
group14.day28.R32_2	-0.889091413520237	32	32C
group15.day28.R32_1	3.14222709929382	32	32C
group15.day28.R32_2	-0.48303977967513	32	32C
group15.day28.R32_3	0.399940338471024	32	32C
group15.day28.R32_4	2.17864692644283	32	32C
group15.day28.R32_5	1.31785879211561	32	32C
group16.day28.R32_1	0.0940223240428635	32	32C
group16.day28.R32_10	-0.833518057529479	32	32C
group16.day28.R32_11	0.550802155386992	32	32C
group16.day28.R32_2	0.37446931439214	32	32C
group16.day28.R32_3	2.91490445219447	32	32C
group16.day28.R32_4	1.09930928108837	32	32C
group16.day28.R32_5	1.69317696790579	32	32C
group16.day28.R32_6	1.54217223700825	32	32C
group16.day28.R32_7	2.34040156935546	32	32C
group16.day28.R32_8	1.16825143018758	32	32C
group16.day28.R32_9	2.01503887148013	32	32C
group18.day28.R32_10	-1.42238849507293	32	32C
group18.day28.R32_11	1.58418386420622	32	32C
group18.day28.R32_2	0.900165768335003	32	32C
group18.day28.R32_3	0.345710281518419	32	32C
group18.day28.R32_4	-0.522573284821406	32	32C
group18.day28.R32_5	-3.04953410213589	32	32C
group18.day28.R32_6	-3.20020170790589	32	32C
group18.day28.R32_7	-0.2414121075318	32	32C
group18.day28.R32_8	-0.55798724981569	32	32C
group18.day28.R32_9	0.165253680895426	32	32C
group19.day28.R32_1	0.91394251892323	32	32C
group19.day28.R32_2	1.14812043617852	32	32C
group19.day28.R32_3	-0.371415072185028	32	32C
group19.day28.R32_4	-2.40552650860932	32	32C
group19.day28.R32_5	2.5541031195415	32	32C
group19.day28.R32_6	-0.84228627741756	32	32C
group19.day28.R32_7	-0.471561038220363	32	32C
group19.day29.R32_10	2.56436953484202	32	32C
group19.day29.R32_8	-4.52338725872049	32	32C
group19.day29.R32_9	0.27193248860158	32	32C
group2.day28.R32_1	1.85259817761492	32	32C
group2.day28.R32_2	4.08461305381726	32	32C
group2.day28.R32_4	1.46445416004665	32	32C
group2.day28.R32_5	-1.15114220240997	32	32C
group2.day28.R32_6	1.04792072376042	32	32C
group2.day28.R32_7	0.731760299382615	32	32C
group20.day28.R32_1	1.47427617849342	32	32C
group20.day28.R32_2	2.06400899923794	32	32C
group20.day28.R32_3	-1.81053570216541	32	32C
group20.day28.R32_4	0.132464235610131	32	32C
group20.day28.R32_5	2.65985130195214	32	32C
group22.day28.R32_1	0.850415479273814	32	32C
group22.day28.R32_10	3.17341636915303	32	32C
group22.day28.R32_2	-1.99446882389659	32	32C
group22.day28.R32_3	0.374217128704001	32	32C
group22.day28.R32_4	1.78911111628289	32	32C
group22.day28.R32_5	-0.483471883404498	32	32C
group22.day28.R32_6	-1.25344375851723	32	32C
group22.day28.R32_7	-0.737950155654638	32	32C
group22.day28.R32_8	-1.1914514630215	32	32C
group22.day28.R32_9	0.726787775454773	32	32C
group23.day28.R32_1	-1.10631786976263	32	32C
group23.day28.R32_10	-3.22704521824718	32	32C
group23.day28.R32_2	-2.28425877000958	32	32C
group23.day28.R32_3	-0.244951077219074	32	32C
group23.day28.R32_4	-2.3552354176996	32	32C
group23.day28.R32_5	0.497415535183637	32	32C
group23.day28.R32_6	-1.68914251969091	32	32C
group23.day28.R32_7	-1.58872547667685	32	32C
group23.day28.R32_8	0.213434493058765	32	32C
group23.day28.R32_9	-0.391657755944358	32	32C
group24.day28.R32_1	-2.3683163923604	32	32C
group24.day28.R32_2	1.00766913089843	32	32C
group24.day28.R32_3	3.07284668920378	32	32C
group25.day28.R32.Ral_32_1	-0.835687501953707	32	32C
group25.day28.R32.Ral_32_10	0.0997547880900731	32	32C
group25.day28.R32.Ral_32_2	2.24515286563976	32	32C
group25.day28.R32.Ral_32_3	0.419219126057991	32	32C
group25.day28.R32.Ral_32_4	2.0447703121782	32	32C
group25.day28.R32.Ral_32_5	0.604074631374397	32	32C
group25.day28.R32.Ral_32_6	1.33457837998127	32	32C
group25.day28.R32.Ral_32_7	0.956079759933422	32	32C
group25.day28.R32.Ral_32_8	-0.999875813949041	32	32C
group25.day28.R32.Ral_32_9	0.524528794542135	32	32C
group25.day28.R32_1	-1.05390020534106	32	32C
group25.day28.R32_10	-0.660625539916323	32	32C
group25.day28.R32_11	1.64283404362793	32	32C
group25.day28.R32_12	-2.9459101745977	32	32C
group25.day28.R32_13	0.973929997447029	32	32C
group25.day28.R32_14	0.712533939270726	32	32C
group25.day28.R32_15	0.308246321776849	32	32C
group25.day28.R32_16	0.0949396536321724	32	32C
group25.day28.R32_17	-3.23280695543869	32	32C
group25.day28.R32_18	-3.60331414700025	32	32C
group25.day28.R32_19	-0.832512316169196	32	32C
group25.day28.R32_2	-0.195882749726642	32	32C
group25.day28.R32_20	-1.32853704838999	32	32C
group25.day28.R32_3	1.86288391771189	32	32C
group25.day28.R32_4	0.601710624439811	32	32C
group25.day28.R32_5	-1.55976476377945	32	32C
group25.day28.R32_6	-4.74077478146942	32	32C
group25.day28.R32_7	-2.70445250157032	32	32C
group25.day28.R32_8	-1.71401537510745	32	32C
group25.day28.R32_9	-1.1633656668665	32	32C
group26.day28.R32_1	3.15322197738854	32	32C
group26.day28.R32_2	-1.87680974285182	32	32C
group26.day28.R32_3	1.26592011052823	32	32C
group26.day28.R32_4	0.234312156073917	32	32C
group26.day28.R32_5	1.74337167855085	32	32C
group26.day28.R32_6	-1.48880332789798	32	32C
group26.day28.R32_7	3.39473828740412	32	32C
group3.day28.R32.Ral_32_1	0.0491595672694637	32	32C
group3.day28.R32.Ral_32_10	-1.50598443647028	32	32C
group3.day28.R32.Ral_32_11	1.5550328606784	32	32C
group3.day28.R32.Ral_32_12	-0.247007512407881	32	32C
group3.day28.R32.Ral_32_13	-0.665742847145631	32	32C
group3.day28.R32.Ral_32_14	-4.45087617876658	32	32C
group3.day28.R32.Ral_32_15	0.362170840383977	32	32C
group3.day28.R32.Ral_32_2	-0.0145924286377025	32	32C
group3.day28.R32.Ral_32_3	0.924606172893958	32	32C
group3.day28.R32.Ral_32_4	1.17140899579323	32	32C
group3.day28.R32.Ral_32_5	-0.526334960270587	32	32C
group3.day28.R32.Ral_32_6	0.20594222430892	32	32C
group3.day28.R32.Ral_32_7	-0.457785359372982	32	32C
group3.day28.R32.Ral_32_8	0.257255654744397	32	32C
group3.day28.R32.Ral_32_9	-1.92408761810373	32	32C
group3.day28.R32_1	-1.08691418879806	32	32C
group3.day28.R32_2	-1.10686394104831	32	32C
group3.day28.R32_4	-0.0642481239674939	32	32C
group5.day28.R32_2	-0.75090418111557	32	32C
group5.day28.R32_3	0.0280426314420902	32	32C
group6.day28.R32_1	-0.126962614507443	32	32C
group7.day28.R32_1	5.20152089363103	32	32C
group7.day28.R32_2	-2.955556817715	32	32C
group7.day28.R32_3	-1.97646954636738	32	32C
group7.day28.R32_4	6.19050764002941	32	32C
group8.day28.R32_1	0.271625869353157	32	32C
group8.day28.R32_2	1.5224447754451	32	32C
group8.day28.R32_3	0.109778145515223	32	32C
group8.day28.R32_5	1.20805210100674	32	32C
group11.day28.R32.Ral_320_1	0.141308929821556	320	line
group11.day28.R32.Ral_320_10	1.66228062801968	320	line
group11.day28.R32.Ral_320_11	-0.656874895692772	320	line
group11.day28.R32.Ral_320_2	-0.150461616464362	320	line
group11.day28.R32.Ral_320_3	0.239088380918726	320	line
group11.day28.R32.Ral_320_4	0.706462013559893	320	line
group11.day28.R32.Ral_320_5	2.5757115635573	320	line
group11.day28.R32.Ral_320_6	0.771405230970927	320	line
group11.day28.R32.Ral_320_7	-1.66054263763056	320	line
group11.day28.R32.Ral_320_8	-3.50738580201435	320	line
group11.day28.R32.Ral_320_9	-2.49958083524142	320	line
group19.day28.R32.Ral_320_1	-0.291381309612032	320	line
group19.day28.R32.Ral_320_10	1.19407283865298	320	line
group19.day28.R32.Ral_320_2	-1.12465990610148	320	line
group19.day28.R32.Ral_320_3	-2.35709971554636	320	line
group19.day28.R32.Ral_320_4	-4.05980338158079	320	line
group19.day28.R32.Ral_320_5	-0.978695397293352	320	line
group19.day28.R32.Ral_320_6	-0.226885640676757	320	line
group19.day28.R32.Ral_320_7	-0.67698371513139	320	line
group19.day28.R32.Ral_320_8	-3.45618725882421	320	line
group19.day28.R32.Ral_320_9	-1.20943717377494	320	line
group8.day28.R32.Ral_320_1	-0.819199105410955	320	line
group8.day28.R32.Ral_320_10	0.867012339674314	320	line
group8.day28.R32.Ral_320_2	-1.00294308595486	320	line
group8.day28.R32.Ral_320_3	-1.83846855948943	320	line
group8.day28.R32.Ral_320_4	-0.606706135181234	320	line
group8.day28.R32.Ral_320_5	1.85275962459241	320	line
group8.day28.R32.Ral_320_6	-1.44794428780085	320	line
group8.day28.R32.Ral_320_7	-0.68539956536202	320	line
group8.day28.R32.Ral_320_8	0.404845592736919	320	line
group8.day28.R32.Ral_320_9	3.33487564220647	320	line
group25.day28.R32.Ral_321_11	0.375063009764667	321	line
group25.day28.R32.Ral_321_12	-0.435490154442082	321	line
group25.day28.R32.Ral_321_13	-1.20839675677084	321	line
group25.day28.R32.Ral_321_14	-1.18296274148338	321	line
group25.day28.R32.Ral_321_15	2.66242879341613	321	line
group25.day28.R32.Ral_321_16	-0.802997800596408	321	line
group25.day28.R32.Ral_321_17	0.0475655276853443	321	line
group25.day28.R32.Ral_321_18	2.32946249247386	321	line
group25.day28.R32.Ral_321_19	2.04894471311414	321	line
group6.day28.R32.Ral_321_1	-1.82491410481495	321	line
group6.day28.R32.Ral_321_10	5.62493155205448	321	line
group6.day28.R32.Ral_321_2	-1.09131089027645	321	line
group6.day28.R32.Ral_321_3	-0.422670215780153	321	line
group6.day28.R32.Ral_321_4	-1.5756277925839	321	line
group6.day28.R32.Ral_321_5	3.33714692238631	321	line
group6.day28.R32.Ral_321_6	-1.31397683512575	321	line
group6.day28.R32.Ral_321_7	-0.64032843532629	321	line
group6.day28.R32.Ral_321_8	-2.51259796916232	321	line
group6.day28.R32.Ral_321_9	-0.168330069707279	321	line
group16.day28.R32.Ral_324_1	0.0425168850035047	324	line
group16.day28.R32.Ral_324_10	-1.00723613044024	324	line
group16.day28.R32.Ral_324_2	-0.190922187795848	324	line
group16.day28.R32.Ral_324_3	-3.86506082968416	324	line
group16.day28.R32.Ral_324_4	5.49459717375438	324	line
group16.day28.R32.Ral_324_5	-2.67453101030355	324	line
group16.day28.R32.Ral_324_6	-2.80080432947799	324	line
group16.day28.R32.Ral_324_7	-1.83401719478301	324	line
group16.day28.R32.Ral_324_8	-0.306613974377071	324	line
group16.day28.R32.Ral_324_9	-2.1173156821885	324	line
group16.day28.R32.Ral_332_1	-1.88372018787531	332	line
group16.day28.R32.Ral_332_10	2.02320691796939	332	line
group16.day28.R32.Ral_332_2	0.947848457256563	332	line
group16.day28.R32.Ral_332_3	-0.0960207830807419	332	line
group16.day28.R32.Ral_332_4	-0.541839389689861	332	line
group16.day28.R32.Ral_332_5	1.04692512725243	332	line
group16.day28.R32.Ral_332_6	3.31092294247763	332	line
group16.day28.R32.Ral_332_7	-2.83191055379098	332	line
group16.day28.R32.Ral_332_8	-1.63023558883889	332	line
group16.day28.R32.Ral_332_9	3.98184759062388	332	line
group16.day28.R32.Ral_335_1	2.46269033990483	335	line
group16.day28.R32.Ral_335_10	-2.46001793439695	335	line
group16.day28.R32.Ral_335_2	1.08752491804691	335	line
group16.day28.R32.Ral_335_3	-1.67306206698574	335	line
group16.day28.R32.Ral_335_4	0.911602139041703	335	line
group16.day28.R32.Ral_335_5	-3.89223275489771	335	line
group16.day28.R32.Ral_335_6	-0.629087501123182	335	line
group16.day28.R32.Ral_335_7	0.811877951672741	335	line
group16.day28.R32.Ral_335_8	1.24137155895134	335	line
group16.day28.R32.Ral_335_9	-0.8894369256961	335	line
group16.day28.R32.Ral_336_1	3.22900657009912	336	line
group16.day28.R32.Ral_336_10	1.44281358340846	336	line
group16.day28.R32.Ral_336_2	-2.25517494515487	336	line
group16.day28.R32.Ral_336_3	0.698177126852217	336	line
group16.day28.R32.Ral_336_4	-0.180959985246311	336	line
group16.day28.R32.Ral_336_5	-3.00211218974949	336	line
group16.day28.R32.Ral_336_6	0.261657812794145	336	line
group16.day28.R32.Ral_336_7	0.434235481163164	336	line
group16.day28.R32.Ral_336_8	-3.93245914012274	336	line
group16.day28.R32.Ral_336_9	-2.78913340826151	336	line
group8.day28.R32.Ral_348_1	-1.06021165660768	348	line
group8.day28.R32.Ral_348_10	-1.13918498639748	348	line
group8.day28.R32.Ral_348_2	-1.34826688347787	348	line
group8.day28.R32.Ral_348_3	-0.239891204725084	348	line
group8.day28.R32.Ral_348_4	0.23062340678967	348	line
group8.day28.R32.Ral_348_5	0.0860938738554411	348	line
group8.day28.R32.Ral_348_6	-0.894191718792605	348	line
group8.day28.R32.Ral_348_7	-0.569461311192606	348	line
group8.day28.R32.Ral_348_8	-1.9327537561618	348	line
group8.day28.R32.Ral_348_9	-2.00503398462999	348	line
group8.day28.R32.Ral_350_1	0.435137523204572	350	line
group8.day28.R32.Ral_350_10	-0.649577590315914	350	line
group8.day28.R32.Ral_350_2	-0.742280785801362	350	line
group8.day28.R32.Ral_350_3	-1.37836308890477	350	line
group8.day28.R32.Ral_350_4	0.161309755867597	350	line
group8.day28.R32.Ral_350_5	-1.14429808900123	350	line
group8.day28.R32.Ral_350_6	-2.05536413437879	350	line
group8.day28.R32.Ral_350_7	-2.42457677890396	350	line
group8.day28.R32.Ral_350_8	-1.76074076778717	350	line
group8.day28.R32.Ral_350_9	-0.401063212592824	350	line
group13.day28.R32.Ral_354_1	0.0638990842443733	354	line
group13.day28.R32.Ral_354_10	-1.68847758011242	354	line
group13.day28.R32.Ral_354_2	2.42107660652473	354	line
group13.day28.R32.Ral_354_3	-1.57531878346676	354	line
group13.day28.R32.Ral_354_4	-0.527380041940413	354	line
group13.day28.R32.Ral_354_5	2.2622857346506	354	line
group13.day28.R32.Ral_354_6	1.74124928381636	354	line
group13.day28.R32.Ral_354_7	1.53598691288015	354	line
group13.day28.R32.Ral_354_8	-2.38675961047621	354	line
group13.day28.R32.Ral_354_9	1.94367027046299	354	line
group13.day28.R32.Ral_355_1	-0.478510135601266	355	line
group13.day28.R32.Ral_355_10	1.02272998602152	355	line
group13.day28.R32.Ral_355_2	-2.81950718251638	355	line
group13.day28.R32.Ral_355_3	1.66304307129388	355	line
group13.day28.R32.Ral_355_4	1.72288341531195	355	line
group13.day28.R32.Ral_355_5	2.97719851779197	355	line
group13.day28.R32.Ral_355_6	2.18670680232381	355	line
group13.day28.R32.Ral_355_7	2.18329492289745	355	line
group13.day28.R32.Ral_355_8	1.76351129289771	355	line
group13.day28.R32.Ral_355_9	0.232398056363745	355	line
group16.day28.R32.Ral_355_1	-0.211403027751037	355	line
group16.day28.R32.Ral_355_10	1.05875878846268	355	line
group16.day28.R32.Ral_355_2	2.64132697494713	355	line
group16.day28.R32.Ral_355_3	1.4841946835387	355	line
group16.day28.R32.Ral_355_4	0.12188020197266	355	line
group16.day28.R32.Ral_355_6	3.50758132047566	355	line
group16.day28.R32.Ral_355_7	-1.42194395509786	355	line
group16.day28.R32.Ral_355_8	-0.118570021576685	355	line
group16.day28.R32.Ral_355_9	3.11346295457181	355	line
group24.day28.R32.Ral_355_1	-1.11664546822717	355	line
group24.day28.R32.Ral_355_2	0.417410825731946	355	line
group24.day28.R32.Ral_355_3	2.15282977232254	355	line
group24.day28.R32.Ral_355_4	-0.210600827515951	355	line
group24.day28.R32.Ral_355_5	0.178786517818482	355	line
group24.day28.R32.Ral_355_6	2.81538798976236	355	line
group24.day28.R32.Ral_355_7	2.71696316953049	355	line
group24.day28.R32.Ral_355_8	-0.728945053012852	355	line
group24.day28.R32.Ral_355_9	-1.74682324023631	355	line
group13.day28.R32.Ral_356_1	-1.84443056048728	356	line
group13.day28.R32.Ral_356_2	-0.706334506791394	356	line
group13.day28.R32.Ral_356_3	-0.555378252059293	356	line
group13.day28.R32.Ral_356_4	0.692169769646174	356	line
group13.day28.R32.Ral_356_5	0.402709753305305	356	line
group13.day28.R32.Ral_356_6	-2.4749408915227	356	line
group16.day28.R32.Ral_356_1	-3.60591344754392	356	line
group16.day28.R32.Ral_356_10	-3.24256721554338	356	line
group16.day28.R32.Ral_356_2	-3.24812839743149	356	line
group16.day28.R32.Ral_356_3	-4.65726470349863	356	line
group16.day28.R32.Ral_356_4	-2.60505218616632	356	line
group16.day28.R32.Ral_356_5	-1.37864072147654	356	line
group16.day28.R32.Ral_356_6	-2.69284492135281	356	line
group16.day28.R32.Ral_356_7	0.322159419838629	356	line
group16.day28.R32.Ral_356_8	-0.0214822559732633	356	line
group16.day28.R32.Ral_356_9	-2.57473077442983	356	line
group24.day28.R32.Ral_356_1	0.893899927525562	356	line
group24.day28.R32.Ral_356_10	-0.944849208079898	356	line
group24.day28.R32.Ral_356_2	-3.70963781387739	356	line
group24.day28.R32.Ral_356_3	1.45627955057364	356	line
group24.day28.R32.Ral_356_4	1.51989869489014	356	line
group24.day28.R32.Ral_356_5	0.108303781145043	356	line
group24.day28.R32.Ral_356_6	-1.49568946457422	356	line
group24.day28.R32.Ral_356_7	1.42295029576097	356	line
group24.day28.R32.Ral_356_8	-1.48754088725747	356	line
group24.day28.R32.Ral_356_9	-0.562284099202643	356	line
group26.day28.R32.Ral_357_1	-3.29658205537351	357	line
group26.day28.R32.Ral_357_10	1.03705800047044	357	line
group26.day28.R32.Ral_357_11	-0.936562333511678	357	line
group26.day28.R32.Ral_357_2	-2.10385804914707	357	line
group26.day28.R32.Ral_357_3	1.5627404207508	357	line
group26.day28.R32.Ral_357_4	-2.87249837232865	357	line
group26.day28.R32.Ral_357_5	-1.4321728256982	357	line
group26.day28.R32.Ral_357_6	-2.31886715979312	357	line
group26.day28.R32.Ral_357_7	-4.40247657073817	357	line
group26.day28.R32.Ral_357_8	0.15463476251135	357	line
group26.day28.R32.Ral_357_9	-0.455085818895901	357	line
group14.day28.R32.Ral_358_1	-0.0735452102868401	358	line
group14.day28.R32.Ral_358_10	-2.05512088100682	358	line
group14.day28.R32.Ral_358_2	-1.53621544013336	358	line
group14.day28.R32.Ral_358_3	2.59364806876215	358	line
group14.day28.R32.Ral_358_4	-0.318812464262525	358	line
group14.day28.R32.Ral_358_5	3.23024230086744	358	line
group14.day28.R32.Ral_358_6	-3.10031194779475	358	line
group14.day28.R32.Ral_358_7	-0.439032730380215	358	line
group14.day28.R32.Ral_358_8	-0.0928704397177411	358	line
group14.day28.R32.Ral_358_9	3.16831767397372	358	line
group20.day28.R32.Ral_358_1	1.29972266618622	358	line
group20.day28.R32.Ral_358_2	-2.1127141810184	358	line
group20.day28.R32.Ral_358_3	-0.570400179753143	358	line
group23.day28.R32.Ral_358_1	1.72290652910108	358	line
group23.day28.R32.Ral_358_10	-0.326408769958485	358	line
group23.day28.R32.Ral_358_11	-1.01484807179103	358	line
group23.day28.R32.Ral_358_2	-6.52740005014632	358	line
group23.day28.R32.Ral_358_3	-1.38386236191657	358	line
group23.day28.R32.Ral_358_4	-1.53786938440837	358	line
group23.day28.R32.Ral_358_5	1.073273991116	358	line
group23.day28.R32.Ral_358_6	0.15201140188714	358	line
group23.day28.R32.Ral_358_7	-1.06133461866211	358	line
group23.day28.R32.Ral_358_8	-2.86852127877127	358	line
group23.day28.R32.Ral_358_9	-2.01255009296836	358	line
group13.day28.R32.Ral_359_1	1.06748381273193	359	line
group13.day28.R32.Ral_359_10	0.809221831145557	359	line
group13.day28.R32.Ral_359_2	-1.14940490318751	359	line
group13.day28.R32.Ral_359_3	1.9437255242891	359	line
group13.day28.R32.Ral_359_4	0.672676861220671	359	line
group13.day28.R32.Ral_359_5	-2.69884128002334	359	line
group13.day28.R32.Ral_359_6	-1.62884761296058	359	line
group13.day28.R32.Ral_359_7	-1.39902141500317	359	line
group13.day28.R32.Ral_359_8	-1.50155418614635	359	line
group13.day28.R32.Ral_359_9	0.477710133861888	359	line
group24.day28.R32.Ral_359_1	-0.229577124405084	359	line
group24.day28.R32.Ral_359_10	2.56662124152185	359	line
group24.day28.R32.Ral_359_2	0.619034675532019	359	line
group24.day28.R32.Ral_359_3	3.33253071193542	359	line
group24.day28.R32.Ral_359_4	0.669139523328282	359	line
group24.day28.R32.Ral_359_5	2.72328819879965	359	line
group24.day28.R32.Ral_359_6	1.07998489847083	359	line
group24.day28.R32.Ral_359_7	1.51237032796033	359	line
group24.day28.R32.Ral_359_8	2.90259057321617	359	line
group24.day28.R32.Ral_359_9	3.42687344023758	359	line
group14.day28.R32.Ral_360_1	1.33363366219937	360	line
group14.day28.R32.Ral_360_2	-0.724122913338026	360	line
group14.day28.R32.Ral_360_3	-1.09396876353117	360	line
group14.day28.R32.Ral_360_4	1.52119541813315	360	line
group14.day28.R32.Ral_360_5	-2.88806223215066	360	line
group14.day28.R32.Ral_360_6	0.328086478070417	360	line
group14.day28.R32.Ral_360_7	-0.162804347923354	360	line
group14.day28.R32.Ral_360_8	-1.03985401581252	360	line
group20.day28.R32.Ral_360_1	-2.85798669554949	360	line
group20.day28.R32.Ral_360_2	0.137688997532671	360	line
group20.day28.R32.Ral_360_3	0.0690394461243269	360	line
group20.day28.R32.Ral_360_4	4.15576185462442	360	line
group20.day28.R32.Ral_360_5	-0.629852425052648	360	line
group22.day28.R32.Ral_360_1	-0.845352529105882	360	line
group22.day28.R32.Ral_360_2	0.842751300486134	360	line
group22.day28.R32.Ral_360_3	-1.52756305628934	360	line
group22.day28.R32.Ral_360_4	0.32210477928176	360	line
group22.day28.R32.Ral_360_5	-0.016971717759909	360	line
group22.day28.R32.Ral_360_6	-1.43119878688327	360	line
group22.day28.R32.Ral_360_7	-0.795005150687218	360	line
group22.day28.R32.Ral_360_8	1.01441559618589	360	line
group22.day28.R32.Ral_360_9	1.17111318417481	360	line
group23.day28.R32.Ral_360_1	-1.37866080165723	360	line
group23.day28.R32.Ral_360_10	0.765823168012778	360	line
group23.day28.R32.Ral_360_11	0.462245349047023	360	line
group23.day28.R32.Ral_360_2	-3.2730527871211	360	line
group23.day28.R32.Ral_360_3	-4.92730033268892	360	line
group23.day28.R32.Ral_360_4	-1.18064190511362	360	line
group23.day28.R32.Ral_360_5	-1.79764833744415	360	line
group23.day28.R32.Ral_360_6	0.708863004640081	360	line
group23.day28.R32.Ral_360_7	1.00303578575051	360	line
group23.day28.R32.Ral_360_8	-5.13609548945937	360	line
group23.day28.R32.Ral_360_9	-2.59296156779723	360	line
group24.day28.R32.Ral_361_1	0.75532587019786	361	line
group24.day28.R32.Ral_361_10	6.45581960570316	361	line
group24.day28.R32.Ral_361_11	4.37614270702657	361	line
group24.day28.R32.Ral_361_12	3.34434472557688	361	line
group24.day28.R32.Ral_361_13	1.49987984444256	361	line
group24.day28.R32.Ral_361_14	2.54730610403691	361	line
group24.day28.R32.Ral_361_15	-0.592613150312366	361	line
group24.day28.R32.Ral_361_16	4.07770045662744	361	line
group24.day28.R32.Ral_361_17	2.01416596573496	361	line
group24.day28.R32.Ral_361_2	-0.876685334153637	361	line
group24.day28.R32.Ral_361_3	1.46554703647482	361	line
group24.day28.R32.Ral_361_4	-1.04039363112205	361	line
group24.day28.R32.Ral_361_5	5.09738591088563	361	line
group24.day28.R32.Ral_361_6	0.124589547361533	361	line
group24.day28.R32.Ral_361_7	2.59965612384167	361	line
group24.day28.R32.Ral_361_8	2.37633109579011	361	line
group24.day28.R32.Ral_361_9	4.20066841965878	361	line
group14.day28.R32.Ral_362_1	-0.408596440899106	362	line
group14.day28.R32.Ral_362_2	1.99342946268918	362	line
group22.day28.R32.Ral_362_1	2.0485970486905	362	line
group22.day28.R32.Ral_362_10	4.30616297713141	362	line
group22.day28.R32.Ral_362_2	2.07891911176185	362	line
group22.day28.R32.Ral_362_3	2.290684474325	362	line
group22.day28.R32.Ral_362_4	3.99574806207598	362	line
group22.day28.R32.Ral_362_5	2.27499299841038	362	line
group22.day28.R32.Ral_362_6	1.87283530667103	362	line
group22.day28.R32.Ral_362_7	1.16896534496445	362	line
group22.day28.R32.Ral_362_8	0.477761823550921	362	line
group22.day28.R32.Ral_362_9	0.873811844570152	362	line
group23.day28.R32.Ral_362_1	-0.451717078400925	362	line
group23.day28.R32.Ral_362_10	-1.67802706183904	362	line
group23.day28.R32.Ral_362_2	-0.593677573874411	362	line
group23.day28.R32.Ral_362_3	1.00264365885491	362	line
group23.day28.R32.Ral_362_4	0.983380127749948	362	line
group23.day28.R32.Ral_362_5	1.55143105917666	362	line
group23.day28.R32.Ral_362_6	1.35258518625096	362	line
group23.day28.R32.Ral_362_7	-2.38161407259659	362	line
group23.day28.R32.Ral_362_8	-0.915425232266553	362	line
group23.day28.R32.Ral_362_9	-0.526265169791181	362	line
group25.day28.R32.Ral_362_11	7.06995364296711	362	line
group25.day28.R32.Ral_362_12	0.357104456921695	362	line
group25.day28.R32.Ral_362_13	1.10904865804237	362	line
group25.day28.R32.Ral_362_14	-0.74324905943459	362	line
group25.day28.R32.Ral_362_15	-0.020760284263473	362	line
group25.day28.R32.Ral_362_16	0.761079495100523	362	line
group25.day28.R32.Ral_362_17	0.830231837191409	362	line
group25.day28.R32.Ral_362_18	0.774383590358012	362	line
group25.day28.R32.Ral_362_19	0.418627941300258	362	line
group25.day28.R32.Ral_362_20	0.566859080494202	362	line
group16.day28.R32.Ral_365_1	2.03639467858771	365	line
group16.day28.R32.Ral_365_10	0.63144406635793	365	line
group16.day28.R32.Ral_365_2	1.65800431973196	365	line
group16.day28.R32.Ral_365_3	-2.29457449668391	365	line
group16.day28.R32.Ral_365_4	0.183827916500564	365	line
group16.day28.R32.Ral_365_5	0.733473783169364	365	line
group16.day28.R32.Ral_365_6	0.780799535285564	365	line
group16.day28.R32.Ral_365_7	2.63064245268983	365	line
group16.day28.R32.Ral_365_8	2.19578456738632	365	line
group16.day28.R32.Ral_365_9	3.12244679947912	365	line
group16.day28.R32.Ral_367_1	1.13174285861065	367	line
group16.day28.R32.Ral_367_10	-1.79568682740491	367	line
group16.day28.R32.Ral_367_2	3.51412279740021	367	line
group16.day28.R32.Ral_367_3	-1.68936036400169	367	line
group16.day28.R32.Ral_367_4	-0.670684271211632	367	line
group16.day28.R32.Ral_367_5	2.60804246438992	367	line
group16.day28.R32.Ral_367_6	-1.71036022419667	367	line
group16.day28.R32.Ral_367_7	3.11654492310537	367	line
group16.day28.R32.Ral_367_8	0.566702130985816	367	line
group16.day28.R32.Ral_367_9	0.422924307219596	367	line
group16.day28.R32.Ral_370_1	0.971346846081066	370	line
group16.day28.R32.Ral_370_2	-0.705069184331608	370	line
group16.day28.R32.Ral_370_3	-0.706923029976486	370	line
group16.day28.R32.Ral_370_4	-1.70812575504325	370	line
group16.day28.R32.Ral_370_5	-0.634348442104491	370	line
group16.day28.R32.Ral_370_6	2.11462793349406	370	line
group16.day28.R32.Ral_370_7	-1.46109376243253	370	line
group16.day28.R32.Ral_370_8	-1.79677742488935	370	line
group16.day28.R32.Ral_370_9	-0.272772482524864	370	line
group24.day28.R32.Ral_370_1	-1.41579336517284	370	line
group24.day28.R32.Ral_370_10	-1.71262140989366	370	line
group24.day28.R32.Ral_370_2	-0.215519508623985	370	line
group24.day28.R32.Ral_370_3	1.92965730279317	370	line
group24.day28.R32.Ral_370_4	1.12295947371537	370	line
group24.day28.R32.Ral_370_5	0.386890326868567	370	line
group24.day28.R32.Ral_370_6	-3.58287061491999	370	line
group24.day28.R32.Ral_370_7	-1.63878265734868	370	line
group24.day28.R32.Ral_370_8	-0.763472951331214	370	line
group24.day28.R32.Ral_370_9	0.726714974859042	370	line
group16.day28.R32.Ral_371_1	0.414362197104445	371	line
group16.day28.R32.Ral_371_10	1.33331939262477	371	line
group16.day28.R32.Ral_371_2	-0.768913720685649	371	line
group16.day28.R32.Ral_371_3	-0.470628942501975	371	line
