group	line	day	class	imageID	npoint	nn.mean	nn.sd	cc.mean	cc.sd	mean.s.area	sd.s.area	mean.s.perimeter	sd.s.perimeter	mean.s.radius.mean	sd.s.radius.mean	mean.s.radius.sd	sd.s.radius.sd	mean.s.radius.min	sd.s.radius.min	mean.s.radius.max	sd.s.radius.max	batch
group3	21	28	line	group3.day28.R32.Ral_21_7	59	8.09782248784919	2.30532357787259	0.7484707414744	0.154869733211242	42.7735849056604	60.0117429244009	22.9245283018868	19.8017569700303	2.80424084588494	1.4854864842143	0.686656973846447	0.490750311105787	1.39142919800655	0.466902067012437	4.11172390424978	2.92982146266187	batch1
group3	21	28	line	group3.day28.R32.Ral_21_9	37	7.63278804022138	2.2864950085408	0.727416636454584	0.188122146086176	55.8387096774194	88.9985381056691	25.4193548387097	32.7014517450917	3.07014924322606	3.36434868378757	0.677374731755279	0.650972383593943	1.27399101498746	0.320828398316458	5.12372633341434	6.53135553206871	batch1
group11	228	28	line	group11.day28.R32.Ral_228_1	90	8.1834379107033	2.11276932878869	0.660394244439995	0.223886047180828	31.8690476190476	26.9389223324067	19.7142857142857	11.9220070160556	2.58969142243442	1.1412530247597	0.631518037943874	0.545756549551846	1.36434085012759	0.422703743655377	3.69693806918508	2.4091918638388	batch1
group11	228	28	line	group11.day28.R32.Ral_228_2	118	8.22472555874941	1.438365298004	0.582335203482218	0.255014427426888	33.6964285714286	57.1991682806214	17.5	22.6142743727365	2.55485916427751	2.67799925553277	0.547114093281731	1.31702046040365	1.49693491879644	0.506460222379626	3.24976632195039	2.65770786975849	batch1
group11	228	28	line	group11.day28.R32.Ral_228_3	71	8.10787410715588	1.33089675344404	0.670148408263165	0.193153548610385	30.1076923076923	29.1457131694156	18.3846153846154	11.7748305556974	2.44717345295373	0.795143501216031	0.529363748149693	0.422734534127857	1.38982896136407	0.476243106964626	3.65174079900693	2.8266794972872	batch1
group11	228	28	line	group11.day28.R32.Ral_228_4	71	8.09472564002696	1.32922267101911	0.700848565695445	0.168181949780028	32.3846153846154	20.7700899038831	19.5230769230769	9.992352845282	2.60400126079681	0.69344872011036	0.56623971710855	0.337643404352968	1.49931320597165	0.458271698049817	3.69783412061802	1.97052172659508	batch1
group11	228	28	line	group11.day28.R32.Ral_228_5	65	8.26207750411972	1.71527538108737	0.69110504873651	0.206229813064738	27.4745762711864	17.8705652151929	19.5254237288136	11.8632378150018	2.50210237178572	1.02615475195998	0.601448063620324	0.507362497691422	1.36522433213202	0.43034498680244	3.59406392855174	2.36967303484698	batch1
group11	228	28	line	group11.day28.R32.Ral_228_6	73	7.84984604378957	1.62396350392882	0.6699109096588	0.247934836903833	33.2686567164179	30.9518600261332	19.3432835820896	12.7784765047324	2.45985215254962	0.945298155634599	0.594821838767709	0.48542571737594	1.38579221945355	0.408916896933241	3.69480336257421	2.62972396619155	batch1
group11	228	28	line	group11.day28.R32.Ral_228_7	68	7.61371505553173	1.56841944028618	0.677951488796227	0.189650241665934	35.5806451612903	33.3557812656103	18.9838709677419	11.3216634581005	2.48514814212434	0.851184520023789	0.549279982699877	0.37511809106595	1.47455060990371	0.475397790679058	3.63956064755354	2.46861264017998	batch1
group11	228	28	line	group11.day28.R32.Ral_228_8	85	8.08322712900872	1.8277862004992	0.683780776819724	0.219521928457692	33.5569620253165	31.7093154780781	19.3164556962025	13.608579782149	2.49038970134384	1.20220056062743	0.614139778445666	0.59468763672332	1.30532032615612	0.448063916780257	3.74817513550131	3.09396498266179	batch1
group11	228	28	line	group11.day28.R32.Ral_228_9	74	8.38766729156731	1.49807065819107	0.726171396187017	0.10279311305281	35.6323529411765	22.7785604958178	20.1470588235294	9.01286759389845	2.74248664883506	0.714798010901254	0.611110052939879	0.342886718049347	1.56223788902423	0.387682353869517	3.75806115971765	1.39646859705491	batch1
group12	228	28	line	group12.day28.R32.Ral_228_1	64	8.58365375902972	2.16506926730853	0.778778202856166	0.121002282826192	44.5344827586207	45.8885818910694	21.6724137931034	11.6700064358053	2.94931989567405	1.11953860056134	0.768526004314793	0.572466454644161	1.438837670033	0.435548694703394	4.45728103716455	2.95723320426408	batch1
group12	228	28	line	group12.day28.R32.Ral_228_10	56	8.2894377229433	1.73173168355453	0.766982480730981	0.160531493401527	38.82	29.4339038164758	22.08	12.0218169023094	2.86415731439721	1.08740143155125	0.766761163286588	0.587443528612034	1.43356577358455	0.484630354126187	4.2437344513176	2.54794044213814	batch1
group12	228	28	line	group12.day28.R32.Ral_228_2	47	8.45880131562544	1.3536098080652	0.668399344755404	0.136296513650543	34.1951219512195	11.7924117808766	19.8292682926829	6.93145886168413	2.89987052957146	0.605713577598508	0.542550981838164	0.292868956980077	1.81817587572032	0.499694079052437	3.8621267188589	1.57014312766241	batch1
group12	228	28	line	group12.day28.R32.Ral_228_3	55	8.48364413736295	2.16690951599507	0.670413361149287	0.264499056114208	42.9795918367347	40.0299314034294	22.9183673469388	16.0102008298536	2.76181758615247	1.32618111316202	0.700077403558652	0.599080273292407	1.37097649757498	0.379189074889858	4.17796521482176	3.15134954738762	batch1
group12	228	28	line	group12.day28.R32.Ral_228_4	39	8.47659458158172	1.3488334426334	0.730266433021418	0.136506494614615	38.3939393939394	26.4066035703422	21.8181818181818	9.43879807448539	3.03604672419612	1.04878753436584	0.771790429707862	0.558409575281665	1.54052220333186	0.386994317228242	4.5453439010203	2.57319775119295	batch1
group12	228	28	line	group12.day28.R32.Ral_228_5	58	8.33747549523099	1.97970831426935	0.725596038253783	0.142850895244945	37.5961538461538	36.5798935532626	22.3461538461538	15.3698005592385	2.78568833092277	1.22179277730959	0.686512940079519	0.663517298274391	1.55127418502413	0.4701347629262	4.35077028890452	3.41726853462216	batch1
group12	228	28	line	group12.day28.R32.Ral_228_7	58	8.45892136613551	1.4124220581118	0.657927320133058	0.174887380043668	40.3461538461538	15.6629757213135	21.0192307692308	6.44886487842714	3.04651516219763	0.699325273945602	0.622535225902909	0.397864087007666	1.78980939266478	0.495245695713268	3.96305501037347	1.13200205930726	batch1
group12	228	28	line	group12.day28.R32.Ral_228_8	64	8.44875399890299	1.40190434166533	0.745212594184136	0.120345779826492	42.5	42.3080806018251	22.3448275862069	14.1527403882099	3.0900420177212	1.58858416176191	0.667904817372137	0.37615145407186	1.59105196824542	0.446524824510488	4.38311415026921	3.18544712990422	batch1
