genename nsnp obs ngreater nperm prop rank log log.snp
FBgn0020440 193 3.58798 564 10000 0.0564943505649435 1030 1.24799497945742 2.28555730900777
FBgn0026015 42 3.22115 564 10000 0.0564943505649435 1030 1.24799497945742 1.6232492903979
FBgn0034510 58 3.17515 565 10000 0.0565943405659434 1034 1.24722699608859 1.76342799356294
FBgn0000244 46 3.16422 566 10000 0.0566943305669433 1035 1.24646036838396 1.66275783168157
FBgn0085265 82 3.3947 566 10000 0.0566943305669433 1035 1.24646036838396 1.91381385238372
FBgn0033734 81 3.18602 567 10000 0.0567943205679432 1037 1.24569509156584 1.90848501887865
FBgn0036504 34 3.05874 567 10000 0.0567943205679432 1037 1.24569509156584 1.53147891704226
FBgn0026575 142 3.4678 568 10000 0.0568943105689431 1039 1.24493116088179 2.15228834438306
FBgn0086472 27 2.89947 569 10000 0.056994300569943 1040 1.24416857160437 1.43136376415899
FBgn0040796 57 3.15646 570 10000 0.0570942905709429 1041 1.24340731903101 1.75587485567249
FBgn0036592 51 3.15646 570 10000 0.0570942905709429 1041 1.24340731903101 1.70757017609794
FBgn0037646 24 3.02372 571 10000 0.0571942805719428 1043 1.24264739848384 1.38021124171161
FBgn0038207 117 3.40006 572 10000 0.0572942705729427 1044 1.24188880530947 2.06818586174616
FBgn0264705 81 3.31179 574 10000 0.0574942505749425 1045 1.24037558258723 1.90848501887865
FBgn0015402 33 3.05904 574 10000 0.0574942505749425 1045 1.24037558258723 1.51851393987789
FBgn0001079 30 2.56564 575 10000 0.0575942405759424 1047 1.23962094385365 1.47712125471966
FBgn0036255 27 2.8851 575 10000 0.0575942405759424 1047 1.23962094385365 1.43136376415899
FBgn0052183 975 3.98269 575 10000 0.0575942405759424 1047 1.23962094385365 2.98900461569854
FBgn0259722 8 2.62524 576 10000 0.0576942305769423 1050 1.23886761412113 0.903089986991944
FBgn0036830 106 3.41139 576 10000 0.0576942305769423 1050 1.23886761412113 2.02530586526477
FBgn0037422 24 2.97277 577 10000 0.0577942205779422 1052 1.23811558885633 1.38021124171161
FBgn0051028 153 3.46599 577 10000 0.0577942205779422 1052 1.23811558885633 2.1846914308176
FBgn0031538 92 3.45618 577 10000 0.0577942205779422 1052 1.23811558885633 1.96378782734556
FBgn0002022 23 2.92219 578 10000 0.0578942105789421 1055 1.23736486354943 1.36172783601759
FBgn0034467 71 3.28667 578 10000 0.0578942105789421 1055 1.23736486354943 1.85125834871908
FBgn0265097 16 2.90412 579 10000 0.057994200579942 1057 1.23661543371393 1.20411998265592
FBgn0265149 4 2.46686 580 10000 0.0580941905809419 1058 1.23586729488653 0.602059991327962
FBgn0005386 35 3.04284 581 10000 0.0581941805819418 1059 1.23512044262697 1.54406804435028
FBgn0040078 17 2.87952 581 10000 0.0581941805819418 1059 1.23512044262697 1.23044892137827
FBgn0051676 162 3.52599 581 10000 0.0581941805819418 1059 1.23512044262697 2.20951501454263
FBgn0260777 52 3.22219 581 10000 0.0581941805819418 1059 1.23512044262697 1.7160033436348
FBgn0036782 131 3.43092 581 10000 0.0581941805819418 1059 1.23512044262697 2.11727129565576
FBgn0264078 2192 4.23985 582 10000 0.0582941705829417 1064 1.23437487251785 3.34084054981233
FBgn0037689 33 3.1075 583 10000 0.0583941605839416 1065 1.23363058016446 1.51851393987789
FBgn0003545 107 3.37758 583 10000 0.0583941605839416 1065 1.23363058016446 2.02938377768521
FBgn0004465 8 2.63148 583 10000 0.0583941605839416 1065 1.23363058016446 0.903089986991944
FBgn0040372 22 2.85118 583 10000 0.0583941605839416 1065 1.23363058016446 1.34242268082221
FBgn0260237 33 3.1075 583 10000 0.0583941605839416 1065 1.23363058016446 1.51851393987789
FBgn0031613 48 3.13842 584 10000 0.0584941505849415 1070 1.23288756119468 1.68124123737559
FBgn0052581 12 2.60476 585 10000 0.0585941405859414 1071 1.23214581125877 1.07918124604762
FBgn0030584 34 2.91968 586 10000 0.0586941305869413 1072 1.23140532602925 1.53147891704226
FBgn0034715 75 3.19009 587 10000 0.0587941205879412 1073 1.23066610120072 1.8750612633917
FBgn0004362 450 3.83843 587 10000 0.0587941205879412 1073 1.23066610120072 2.65321251377534
FBgn0037360 23 2.83315 588 10000 0.0588941105889411 1075 1.22992813248976 1.36172783601759
FBgn0036511 77 3.3519 589 10000 0.058994100589941 1076 1.22919141563472 1.88649072517248
FBgn0050145 85 3.25846 590 10000 0.0590940905909409 1077 1.22845594639561 1.92941892571429
FBgn0052590 40 2.91968 590 10000 0.0590940905909409 1077 1.22845594639561 1.60205999132796
FBgn0031430 69 3.30965 592 10000 0.0592940705929407 1079 1.2269887339126 1.83884909073726
FBgn0052273 47 3.18092 594 10000 0.0594940505949405 1080 1.22552646154831 1.67209785793572
FBgn0266708 43 3.12693 594 10000 0.0594940505949405 1080 1.22552646154831 1.63346845557959
FBgn0265192 280 3.75758 594 10000 0.0594940505949405 1080 1.22552646154831 2.44715803134222
FBgn0263519 17 2.91465 595 10000 0.0595940405959404 1083 1.22479716753663 1.23044892137827
FBgn0035110 3 2.32972 595 10000 0.0595940405959404 1083 1.22479716753663 0.477121254719662
FBgn0053530 79 3.29261 596 10000 0.0596940305969403 1085 1.22406909614749 1.89762709129044
FBgn0038020 18 2.90325 597 10000 0.0597940205979402 1086 1.22334224328845 1.25527250510331
FBgn0032089 87 3.35107 597 10000 0.0597940205979402 1086 1.22334224328845 1.93951925261862
FBgn0063491 73 3.24472 598 10000 0.0598940105989401 1088 1.22261660488755 1.86332286012046
FBgn0039969 38 2.96217 599 10000 0.05999400059994 1089 1.22189217689322 1.57978359661681
FBgn0086026 30 2.95287 599 10000 0.05999400059994 1089 1.22189217689322 1.47712125471966
FBgn0031302 82 3.35187 599 10000 0.05999400059994 1089 1.22189217689322 1.91381385238372
FBgn0004364 79 3.24428 600 10000 0.0600939906009399 1092 1.22116895527412 1.89762709129044
FBgn0034913 18 2.72586 600 10000 0.0600939906009399 1092 1.22116895527412 1.25527250510331
FBgn0264445 2 2.12591 601 10000 0.0601939806019398 1094 1.22044693601904 0.301029995663981
FBgn0037440 32 3.04041 602 10000 0.0602939706029397 1095 1.21972611513671 1.50514997831991
FBgn0037489 30 3.02969 602 10000 0.0602939706029397 1095 1.21972611513671 1.47712125471966
FBgn0051109 35 2.9772 602 10000 0.0602939706029397 1095 1.21972611513671 1.54406804435028
FBgn0045827 65 3.20599 603 10000 0.0603939606039396 1098 1.21900648865573 1.81291335664286
FBgn0050383 19 2.73602 603 10000 0.0603939606039396 1098 1.21900648865573 1.27875360095283
FBgn0264364 65 3.20599 603 10000 0.0603939606039396 1098 1.21900648865573 1.81291335664286
FBgn0003386 201 3.689 603 10000 0.0603939606039396 1098 1.21900648865573 2.30319605742049
FBgn0028394 304 3.68154 604 10000 0.0604939506049395 1102 1.21828805262439 2.48287358360875
FBgn0032305 123 3.41953 605 10000 0.0605939406059394 1103 1.21757080311058 2.0899051114394
FBgn0032511 25 3.01948 606 10000 0.0606939306069393 1104 1.21685473620161 1.39794000867204
FBgn0052816 601 3.66085 606 10000 0.0606939306069393 1104 1.21685473620161 2.77887447200274
FBgn0038829 81 3.31042 607 10000 0.0607939206079392 1106 1.21613984800413 1.90848501887865
FBgn0039250 25 2.89797 609 10000 0.060993900609939 1107 1.2147135922661 1.39794000867204
FBgn0031281 56 3.13837 610 10000 0.0610938906109389 1108 1.21400221703431 1.7481880270062
FBgn0000996 88 3.20807 611 10000 0.0611938806119388 1109 1.2132920051313 1.94448267215017
FBgn0041337 121 3.38853 611 10000 0.0611938806119388 1109 1.2132920051313 2.08278537031645
FBgn0025382 29 2.95472 611 10000 0.0611938806119388 1109 1.2132920051313 1.46239799789896
FBgn0261581 50 3.19249 612 10000 0.0612938706129387 1112 1.21258295275845 1.69897000433602
FBgn0264548 10 2.71846 612 10000 0.0612938706129387 1112 1.21258295275845 1
FBgn0031635 47 3.12633 613 10000 0.0613938606139386 1114 1.2118750561357 1.67209785793572
FBgn0266670 128 3.45618 613 10000 0.0613938606139386 1114 1.2118750561357 2.10720996964787
FBgn0036887 29 2.86552 614 10000 0.0614938506149385 1116 1.21116831150145 1.46239799789896
FBgn0053263 49 3.15182 615 10000 0.0615938406159384 1117 1.21046271511244 1.69019608002851
FBgn0266326 23 2.81849 615 10000 0.0615938406159384 1117 1.21046271511244 1.36172783601759
FBgn0001149 24 2.8492 617 10000 0.0617938206179382 1119 1.20905495218805 1.38021124171161
FBgn0262428 62 3.2065 617 10000 0.0617938206179382 1119 1.20905495218805 1.79239168949825
FBgn0037493 35 3.04903 618 10000 0.0618938106189381 1121 1.20835277825674 1.54406804435028
FBgn0263655 25 2.96995 619 10000 0.061993800619938 1122 1.20765173777861 1.39794000867204
FBgn0266732 49 3.14936 620 10000 0.0620937906209379 1123 1.20695182710028 1.69019608002851
FBgn0263560 31 2.94867 621 10000 0.0621937806219378 1124 1.20625304258604 1.49136169383427
FBgn0266284 37 2.90466 622 10000 0.0622937706229377 1125 1.20555538061769 1.56820172406699
FBgn0035867 31 2.98882 623 10000 0.0623937606239376 1126 1.20485883759444 1.49136169383427
FBgn0050432 19 2.88783 624 10000 0.0624937506249375 1127 1.20416340993279 1.27875360095283
FBgn0031314 89 3.25997 625 10000 0.0625937406259374 1128 1.20346909406643 1.94939000664491
FBgn0036770 151 3.35772 625 10000 0.0625937406259374 1128 1.20346909406643 2.17897694729317
FBgn0001142 24 2.91796 626 10000 0.0626937306269373 1130 1.20277588644615 1.38021124171161
FBgn0263872 17 2.77423 626 10000 0.0626937306269373 1130 1.20277588644615 1.23044892137827
FBgn0033661 294 3.66267 626 10000 0.0626937306269373 1130 1.20277588644615 2.46834733041216
FBgn0010051 76 3.16121 627 10000 0.0627937206279372 1133 1.20208378353967 1.88081359228079
FBgn0003132 54 3.22698 629 10000 0.062993700629937 1134 1.20070287782328 1.73239375982297
FBgn0039483 42 3.07077 629 10000 0.062993700629937 1134 1.20070287782328 1.6232492903979
FBgn0034854 137 3.46904 629 10000 0.062993700629937 1134 1.20070287782328 2.13672056715641
FBgn0036873 23 2.97951 629 10000 0.062993700629937 1134 1.20070287782328 1.36172783601759
FBgn0021847 39 2.96772 630 10000 0.0630936906309369 1138 1.20001406803273 1.5910646070265
FBgn0015321 55 3.20019 631 10000 0.0631936806319368 1139 1.19932634899448 1.74036268949424
FBgn0003721 416 3.84156 631 10000 0.0631936806319368 1139 1.19932634899448 2.61909333062674
FBgn0261479 19 2.78916 632 10000 0.0632936706329367 1141 1.19863971725951 1.27875360095283
FBgn0053272 31 2.97714 633 10000 0.0633936606339366 1142 1.19795416939513 1.49136169383427
FBgn0053147 717 3.99922 634 10000 0.0634936506349365 1143 1.19726970198489 2.8555191556678
FBgn0037877 28 2.89947 635 10000 0.0635936406359364 1144 1.19658631162845 1.44715803134222
FBgn0030958 13 2.53277 635 10000 0.0635936406359364 1144 1.19658631162845 1.11394335230684
FBgn0034158 247 3.5988 635 10000 0.0635936406359364 1144 1.19658631162845 2.39269695325967
FBgn0262879 66 3.30087 636 10000 0.0636936306369363 1147 1.19590399494151 1.81954393554187
FBgn0033631 122 3.42473 636 10000 0.0636936306369363 1147 1.19590399494151 2.08635983067475
FBgn0035702 72 3.15656 636 10000 0.0636936306369363 1147 1.19590399494151 1.85733249643127
FBgn0023522 10 2.69919 637 10000 0.0637936206379362 1150 1.1952227485557 1
FBgn0034931 71 3.277 637 10000 0.0637936206379362 1150 1.1952227485557 1.85125834871908
FBgn0032370 50 3.19423 638 10000 0.0638936106389361 1152 1.19454256911846 1.69897000433602
FBgn0015546 189 3.54336 638 10000 0.0638936106389361 1152 1.19454256911846 2.27646180417324
FBgn0086451 196 3.54586 640 10000 0.0640935906409359 1154 1.19318539775805 2.29225607135648
FBgn0013275 17 2.80639 640 10000 0.0640935906409359 1154 1.19318539775805 1.23044892137827
FBgn0262891 45 3.10594 640 10000 0.0640935906409359 1154 1.19318539775805 1.65321251377534
FBgn0264599 58 3.23838 640 10000 0.0640935906409359 1154 1.19318539775805 1.76342799356294
FBgn0263981 133 3.4541 641 10000 0.0641935806419358 1158 1.19250839920801 2.12385164096709
FBgn0038089 64 3.22646 642 10000 0.0642935706429357 1159 1.19183245435264 1.80617997398389
FBgn0051897 164 3.47609 642 10000 0.0642935706429357 1159 1.19183245435264 2.2148438480477
FBgn0031406 34 3.10127 643 10000 0.0643935606439356 1161 1.19115755991705 1.53147891704226
FBgn0260968 44 3.09981 643 10000 0.0643935606439356 1161 1.19115755991705 1.64345267648619
FBgn0037359 11 2.66863 644 10000 0.0644935506449355 1163 1.19048371264159 1.04139268515823
FBgn0003274 84 3.3251 644 10000 0.0644935506449355 1163 1.19048371264159 1.92427928606188
FBgn0040281 172 3.49928 644 10000 0.0644935506449355 1163 1.19048371264159 2.23552844690755
FBgn0051406 17 2.82209 644 10000 0.0644935506449355 1163 1.19048371264159 1.23044892137827
FBgn0262330 13 2.74083 644 10000 0.0644935506449355 1163 1.19048371264159 1.11394335230684
FBgn0030895 28 2.78655 644 10000 0.0644935506449355 1163 1.19048371264159 1.44715803134222
FBgn0037420 12 2.57526 646 10000 0.0646935306469353 1169 1.18913914660816 1.07918124604762
FBgn0263353 55 3.09761 646 10000 0.0646935306469353 1169 1.18913914660816 1.74036268949424
FBgn0000182 180 3.50426 647 10000 0.0647935206479352 1171 1.18846842140627 2.25527250510331
FBgn0266459 180 3.50426 647 10000 0.0647935206479352 1171 1.18846842140627 2.25527250510331
FBgn0037885 17 2.79511 648 10000 0.0648935106489351 1173 1.18779873047649 1.23044892137827
FBgn0038535 81 3.29277 648 10000 0.0648935106489351 1173 1.18779873047649 1.90848501887865
FBgn0034240 89 3.26047 648 10000 0.0648935106489351 1173 1.18779873047649 1.94939000664491
FBgn0266049 23 2.86373 649 10000 0.064993500649935 1176 1.18713007063401 1.36172783601759
FBgn0035413 37 3.02893 649 10000 0.064993500649935 1176 1.18713007063401 1.56820172406699
FBgn0034136 267 3.62931 649 10000 0.064993500649935 1176 1.18713007063401 2.42651126136458
FBgn0041249 59 3.23144 650 10000 0.0650934906509349 1179 1.18646243870867 1.77085201164214
FBgn0000594 123 3.27929 651 10000 0.0651934806519348 1180 1.18579583154494 2.0899051114394
FBgn0261805 61 3.18494 651 10000 0.0651934806519348 1180 1.18579583154494 1.78532983501077
FBgn0263216 112 3.35858 652 10000 0.0652934706529347 1182 1.18513024600179 2.04921802267018
FBgn0034942 54 3.15539 652 10000 0.0652934706529347 1182 1.18513024600179 1.73239375982297
FBgn0027356 585 3.91435 652 10000 0.0652934706529347 1182 1.18513024600179 2.76715586608218
FBgn0040341 47 3.02078 653 10000 0.0653934606539346 1185 1.1844656789526 1.67209785793572
FBgn0040321 72 3.11075 655 10000 0.0655934406559344 1186 1.1831395879012 1.85733249643127
FBgn0029658 44 3.14454 655 10000 0.0655934406559344 1186 1.1831395879012 1.64345267648619
FBgn0010357 12 2.74097 656 10000 0.0656934306569343 1188 1.18247805771708 1.07918124604762
FBgn0004575 229 3.61956 656 10000 0.0656934306569343 1188 1.18247805771708 2.35983548233989
FBgn0003459 143 3.37028 657 10000 0.0657934206579342 1190 1.18181753366291 2.15533603746506
FBgn0031753 119 3.25826 657 10000 0.0657934206579342 1190 1.18181753366291 2.07554696139253
FBgn0266933 30 3.01899 657 10000 0.0657934206579342 1190 1.18181753366291 1.47712125471966
FBgn0033376 25 2.88995 658 10000 0.0658934106589341 1193 1.18115801268285 1.39794000867204
FBgn0263443 19 2.75575 659 10000 0.065993400659934 1194 1.18049949173499 1.27875360095283
FBgn0028644 715 3.94193 659 10000 0.065993400659934 1194 1.18049949173499 2.85430604180108
FBgn0262656 58 3.23711 660 10000 0.0660933906609339 1196 1.17984196779122 1.76342799356294
FBgn0263380 45 3.11268 660 10000 0.0660933906609339 1196 1.17984196779122 1.65321251377534
FBgn0039140 78 3.24552 661 10000 0.0661933806619338 1198 1.17918543783716 1.89209460269048
FBgn0264832 26 2.86162 661 10000 0.0661933806619338 1198 1.17918543783716 1.41497334797082
FBgn0032153 35 3.00696 661 10000 0.0661933806619338 1198 1.17918543783716 1.54406804435028
FBgn0265935 108 3.36137 663 10000 0.0663933606639336 1201 1.17787534790885 2.03342375548695
FBgn0266432 144 3.43627 665 10000 0.0665933406659334 1202 1.17656919810656 2.15836249209525
FBgn0033970 68 3.23692 665 10000 0.0665933406659334 1202 1.17656919810656 1.83250891270624
FBgn0261006 16 2.79112 666 10000 0.0666933306669333 1204 1.17591759336031 1.20411998265592
FBgn0030793 41 3.04118 666 10000 0.0666933306669333 1204 1.17591759336031 1.61278385671974
FBgn0053267 63 3.18204 667 10000 0.0667933206679332 1206 1.17526696480132 1.79934054945358
FBgn0003463 387 3.77115 667 10000 0.0667933206679332 1206 1.17526696480132 2.58771096501891
FBgn0037490 20 2.88081 668 10000 0.0668933106689331 1208 1.17461730950904 1.30102999566398
FBgn0037325 29 2.94492 669 10000 0.066993300669933 1209 1.17396862457604 1.46239799789896
FBgn0032371 76 3.19423 670 10000 0.0670932906709329 1210 1.17332090710787 1.88081359228079
FBgn0053929 136 3.23367 672 10000 0.0672932706729327 1211 1.17202836305289 2.13353890837022
FBgn0262631 24 2.83611 673 10000 0.0673932606739326 1212 1.17138353074154 1.38021124171161
FBgn0027070 27 3.01994 673 10000 0.0673932606739326 1212 1.17138353074154 1.43136376415899
FBgn0025790 70 3.18734 674 10000 0.0674932506749325 1214 1.17073965444584 1.84509804001426
FBgn0034274 85 3.27714 674 10000 0.0674932506749325 1214 1.17073965444584 1.92941892571429
FBgn0039099 37 3.01856 675 10000 0.0675932406759324 1216 1.17009673133523 1.56820172406699
FBgn0042206 20 2.90325 675 10000 0.0675932406759324 1216 1.17009673133523 1.30102999566398
FBgn0002921 421 3.74275 675 10000 0.0675932406759324 1216 1.17009673133523 2.62428209583567
FBgn0266225 34 3.07905 676 10000 0.0676932306769323 1219 1.16945475859172 1.53147891704226
FBgn0053223 285 3.60271 677 10000 0.0677932206779322 1220 1.1688137334098 2.45484486000851
FBgn0032025 233 3.61514 678 10000 0.0678932106789321 1221 1.16817365299636 2.36735592102602
FBgn0266268 22 2.72497 679 10000 0.067993200679932 1222 1.16753451457063 1.34242268082221
FBgn0052252 27 2.9953 680 10000 0.0680931906809319 1223 1.16689631536408 1.43136376415899
FBgn0003090 534 3.80369 680 10000 0.0680931906809319 1223 1.16689631536408 2.72754125702856
FBgn0010812 48 3.05755 682 10000 0.0682931706829317 1225 1.16562272359533 1.68124123737559
FBgn0037565 48 3.24668 683 10000 0.0683931606839316 1226 1.16498732555675 1.68124123737559
FBgn0031573 127 3.43579 683 10000 0.0683931606839316 1226 1.16498732555675 2.10380372095596
FBgn0031826 73 3.2396 684 10000 0.0684931506849315 1228 1.16435285578444 1.86332286012046
FBgn0040666 5 2.44996 685 10000 0.0685931406859314 1229 1.16371931157011 0.698970004336019
FBgn0262736 72 3.17197 685 10000 0.0685931406859314 1229 1.16371931157011 1.85733249643127
FBgn0032022 353 3.70316 685 10000 0.0685931406859314 1229 1.16371931157011 2.54777470538782
FBgn0028360 78 3.25649 686 10000 0.0686931306869313 1232 1.16308669021731 1.89209460269048
FBgn0026761 31 2.94461 687 10000 0.0687931206879312 1233 1.16245498904135 1.49136169383427
FBgn0036594 82 3.13639 687 10000 0.0687931206879312 1233 1.16245498904135 1.91381385238372
FBgn0004052 36 2.92287 690 10000 0.0690930906909309 1235 1.16056537990266 1.55630250076729
FBgn0265708 96 3.24608 692 10000 0.0692930706929307 1236 1.15931019266506 1.98227123303957
FBgn0036359 83 3.15182 692 10000 0.0692930706929307 1236 1.15931019266506 1.91907809237607
FBgn0030258 26 2.87448 693 10000 0.0693930606939306 1238 1.15868395682201 1.41497334797082
FBgn0036537 22 2.72475 693 10000 0.0693930606939306 1238 1.15868395682201 1.34242268082221
FBgn0262981 6 2.40155 694 10000 0.0694930506949305 1240 1.15805862268675 0.778151250383644
FBgn0035151 82 3.2564 694 10000 0.0694930506949305 1240 1.15805862268675 1.91381385238372
FBgn0003137 341 3.67656 694 10000 0.0694930506949305 1240 1.15805862268675 2.5327543789925
FBgn0266414 68 3.04207 695 10000 0.0695930406959304 1243 1.1574341876663 1.83250891270624
FBgn0021800 122 3.43579 695 10000 0.0695930406959304 1243 1.1574341876663 2.08635983067475
FBgn0028938 124 3.39931 695 10000 0.0695930406959304 1243 1.1574341876663 2.09342168516224
FBgn0262574 26 2.9626 696 10000 0.0696930306969303 1246 1.15681064917885 1.41497334797082
FBgn0032242 104 3.39367 696 10000 0.0696930306969303 1246 1.15681064917885 2.01703333929878
FBgn0024332 71 3.23629 696 10000 0.0696930306969303 1246 1.15681064917885 1.85125834871908
FBgn0050277 96 3.19009 698 10000 0.0698930106989301 1249 1.15556625153118 1.98227123303957
FBgn0032105 136 3.36647 698 10000 0.0698930106989301 1249 1.15556625153118 2.13353890837022
FBgn0031248 23 2.91248 698 10000 0.0698930106989301 1249 1.15556625153118 1.36172783601759
FBgn0261873 871 3.98366 699 10000 0.06999300069993 1252 1.15494538726261 2.94001815500766
FBgn0040814 37 3.06001 700 10000 0.0700929907009299 1253 1.1543254093102 1.56820172406699
FBgn0053474 59 3.09232 700 10000 0.0700929907009299 1253 1.1543254093102 1.77085201164214
FBgn0266222 200 3.54262 700 10000 0.0700929907009299 1253 1.1543254093102 2.30102999566398
FBgn0264980 18 2.86457 702 10000 0.0702929707029297 1256 1.15308810225704 1.25527250510331
FBgn0266797 65 3.23373 702 10000 0.0702929707029297 1256 1.15308810225704 1.81291335664286
FBgn0260459 61 3.15182 703 10000 0.0703929607039296 1258 1.15247076813475 1.78532983501077
FBgn0010905 1291 4.11956 703 10000 0.0703929607039296 1258 1.15247076813475 3.11092624226642
FBgn0034172 57 3.03193 704 10000 0.0704929507049295 1260 1.15185431028546 1.75587485567249
FBgn0038416 47 2.99794 705 10000 0.0705929407059294 1261 1.15123872622506 1.67209785793572
FBgn0264539 23 2.7846 706 10000 0.0706929307069293 1262 1.15062401347996 1.36172783601759
FBgn0023423 157 3.42959 708 10000 0.0708929107089291 1263 1.1493971920938 2.19589965240923
FBgn0261991 68 3.10734 710 10000 0.0710928907109289 1264 1.1481738265471 1.83250891270624
FBgn0038828 104 3.31042 711 10000 0.0711928807119288 1265 1.14756343364001 2.01703333929878
FBgn0051501 19 2.88526 711 10000 0.0711928807119288 1265 1.14756343364001 1.27875360095283
FBgn0051974 13 2.72915 712 10000 0.0712928707129287 1267 1.146953897425 1.11394335230684
FBgn0262990 33 3.03142 713 10000 0.0713928607139286 1268 1.14634521550069 1.51851393987789
FBgn0033289 117 3.44991 713 10000 0.0713928607139286 1268 1.14634521550069 2.06818586174616
FBgn0031868 97 3.3426 714 10000 0.0714928507149285 1270 1.14573738547578 1.98677173426624
FBgn0083124 26 2.87907 714 10000 0.0714928507149285 1270 1.14573738547578 1.41497334797082
FBgn0010296 69 2.97393 716 10000 0.0716928307169283 1272 1.14452427160906 1.83884909073726
FBgn0266757 219 3.54142 716 10000 0.0716928307169283 1272 1.14452427160906 2.34044411484012
FBgn0262689 45 3.05874 717 10000 0.0717928207179282 1274 1.14391898303456 1.65321251377534
FBgn0033199 23 2.85305 717 10000 0.0717928207179282 1274 1.14391898303456 1.36172783601759
FBgn0260867 26 2.80093 718 10000 0.0718928107189281 1276 1.14331453689398 1.41497334797082
FBgn0266328 9 2.43618 718 10000 0.0718928107189281 1276 1.14331453689398 0.954242509439325
FBgn0085248 16 2.85653 719 10000 0.071992800719928 1278 1.14271093084559 1.20411998265592
FBgn0033177 40 2.95672 719 10000 0.071992800719928 1278 1.14271093084559 1.60205999132796
FBgn0052406 631 3.88064 719 10000 0.071992800719928 1278 1.14271093084559 2.80002935924413
FBgn0015584 108 3.29261 720 10000 0.0720927907209279 1281 1.14210816255743 2.03342375548695
FBgn0038879 35 3.02023 721 10000 0.0721927807219278 1282 1.14150622970722 1.54406804435028
FBgn0266962 46 3.02351 721 10000 0.0721927807219278 1282 1.14150622970722 1.66275783168157
FBgn0050493 78 3.26332 722 10000 0.0722927707229277 1284 1.14090512998233 1.89209460269048
FBgn0265454 24 2.83022 723 10000 0.0723927607239276 1285 1.14030486107972 1.38021124171161
FBgn0053218 56 3.14918 724 10000 0.0724927507249275 1286 1.13970542070587 1.7481880270062
FBgn0261261 157 3.42686 724 10000 0.0724927507249275 1286 1.13970542070587 2.19589965240923
FBgn0036890 28 2.97422 725 10000 0.0725927407259274 1288 1.13910680657677 1.44715803134222
FBgn0037670 17 2.87183 726 10000 0.0726927307269273 1289 1.13850901641782 1.23044892137827
FBgn0260645 9 2.6396 727 10000 0.0727927207279272 1290 1.13791204796383 0.954242509439325
FBgn0031432 140 3.38853 728 10000 0.0728927107289271 1291 1.13731589895889 2.14612803567824
FBgn0082970 24 2.80537 728 10000 0.0728927107289271 1291 1.13731589895889 1.38021124171161
FBgn0015721 784 3.96916 728 10000 0.0728927107289271 1291 1.13731589895889 2.89431606268444
FBgn0086444 80 3.14148 729 10000 0.072992700729927 1294 1.13672056715641 1.90308998699194
FBgn0039360 106 3.15954 731 10000 0.0731926807319268 1295 1.13553234621847 2.02530586526477
FBgn0053704 66 3.19824 732 10000 0.0732926707329267 1296 1.13493945263573 1.81954393554187
FBgn0262170 50 3.13255 732 10000 0.0732926707329267 1296 1.13493945263573 1.69897000433602
FBgn0034628 162 3.43579 732 10000 0.0732926707329267 1296 1.13493945263573 2.20951501454263
FBgn0264747 64 3.22481 733 10000 0.0733926607339266 1299 1.13434736736079 1.80617997398389
FBgn0082963 22 2.80537 734 10000 0.0734926507349265 1300 1.13375608819267 1.34242268082221
FBgn0262102 72 3.14491 734 10000 0.0734926507349265 1300 1.13375608819267 1.85733249643127
FBgn0030630 8 2.5019 734 10000 0.0734926507349265 1300 1.13375608819267 0.903089986991944
FBgn0259957 53 3.1481 736 10000 0.0736926307369263 1303 1.13257593941781 1.72427586960079
FBgn0037310 6 2.37562 737 10000 0.0737926207379262 1304 1.13198706545382 0.778151250383644
FBgn0039366 80 3.23355 737 10000 0.0737926207379262 1304 1.13198706545382 1.90308998699194
FBgn0039367 80 3.23355 737 10000 0.0737926207379262 1304 1.13198706545382 1.90308998699194
FBgn0030420 60 3.19566 737 10000 0.0737926207379262 1304 1.13198706545382 1.77815125038364
FBgn0038470 67 2.94335 738 10000 0.0738926107389261 1308 1.13139898888204 1.82607480270083
FBgn0266257 69 3.23866 739 10000 0.073992600739926 1309 1.13081170754589 1.83884909073726
FBgn0034266 177 3.43871 739 10000 0.073992600739926 1309 1.13081170754589 2.24797326636181
FBgn0034267 177 3.43871 739 10000 0.073992600739926 1309 1.13081170754589 2.24797326636181
FBgn0034422 46 3.08532 739 10000 0.073992600739926 1309 1.13081170754589 1.66275783168157
FBgn0038361 21 2.7989 740 10000 0.0740925907409259 1313 1.13022521929753 1.32221929473392
FBgn0030647 62 3.12416 740 10000 0.0740925907409259 1313 1.13022521929753 1.79239168949825
FBgn0086600 15 2.79333 741 10000 0.0741925807419258 1315 1.12963952199784 1.17609125905568
FBgn0265842 71 3.21329 742 10000 0.0742925707429257 1316 1.12905461351629 1.85125834871908
FBgn0037940 22 2.89544 743 10000 0.0743925607439256 1317 1.12847049173098 1.34242268082221
FBgn0266676 106 3.37364 743 10000 0.0743925607439256 1317 1.12847049173098 2.02530586526477
FBgn0038262 112 3.29758 744 10000 0.0744925507449255 1319 1.12788715452857 2.04921802267018
FBgn0028467 43 3.07714 744 10000 0.0744925507449255 1319 1.12788715452857 1.63346845557959
FBgn0265748 93 3.22444 745 10000 0.0745925407459254 1321 1.12730459980419 1.96848294855394
FBgn0034797 460 3.78619 745 10000 0.0745925407459254 1321 1.12730459980419 2.66275783168157
FBgn0265453 22 2.83022 746 10000 0.0746925307469253 1323 1.12672282546146 1.34242268082221
